package,downloads,registry_name,in_stars,in_forks,in_downloads_90pct,sources
activestorage,530725185.0,activestorage,True,True,True,stars+forks+downloads
httpclient,530384545.0,httpclient,True,True,True,stars+forks+downloads
rack-protection,512153202.0,rack-protection,True,True,True,stars+forks+downloads
msgpack,509308157.0,msgpack,True,True,True,stars+forks+downloads
rb-fsevent,507981985.0,rb-fsevent,True,True,True,stars+forks+downloads
unf,506723919.0,unf,True,True,True,stars+forks+downloads
base64,503292110.0,base64,True,True,True,stars+forks+downloads
googleauth,501950178.0,googleauth,True,True,True,stars+forks+downloads
docile,496511855.0,docile,True,True,True,stars+forks+downloads
simplecov,493862671.0,simplecov,True,True,True,stars+forks+downloads
signet,491573212.0,signet,True,True,True,stars+forks+downloads
simplecov-html,487665330.0,simplecov-html,True,True,True,stars+forks+downloads
rb-inotify,486777759.0,rb-inotify,True,True,True,stars+forks+downloads
ruby2_keywords,483280267.0,ruby2_keywords,True,True,True,stars+forks+downloads
bigdecimal,481790161.0,bigdecimal,True,True,True,stars+forks+downloads
rest-client,481478550.0,rest-client,True,True,True,stars+forks+downloads
hashie,479165143.0,hashie,True,True,True,stars+forks+downloads
marcel,476837726.0,marcel,True,True,True,stars+forks+downloads
httparty,476464045.0,httparty,True,True,True,stars+forks+downloads
byebug,475212268.0,byebug,True,True,True,stars+forks+downloads
webrick,468861923.0,webrick,True,True,True,stars+forks+downloads
pg,465126164.0,pg,True,True,True,stars+forks+downloads
os,461926178.0,os,True,True,True,stars+forks+downloads
faraday_middleware,460138840.0,faraday_middleware,True,True,True,stars+forks+downloads
google-protobuf,446985529.0,google-protobuf,True,True,True,stars+forks+downloads
actiontext,436348849.0,actiontext,True,True,True,stars+forks+downloads
actionmailbox,436176913.0,actionmailbox,True,True,True,stars+forks+downloads
hashdiff,420647674.0,hashdiff,True,True,True,stars+forks+downloads
webmock,417492500.0,webmock,True,True,True,stars+forks+downloads
terminal-table,412403595.0,terminal-table,True,True,True,stars+forks+downloads
execjs,411937580.0,execjs,True,True,True,stars+forks+downloads
bcrypt,408763964.0,bcrypt,True,True,True,stars+forks+downloads
crack,408033397.0,crack,True,True,True,stars+forks+downloads
faraday-retry,404156360.0,faraday-retry,True,True,True,stars+forks+downloads
rspec-rails,403443148.0,rspec-rails,True,True,True,stars+forks+downloads
logger,399224543.0,logger,True,True,True,stars+forks+downloads
retriable,398945499.0,retriable,True,True,True,stars+forks+downloads
sawyer,396792426.0,sawyer,True,True,True,stars+forks+downloads
listen,396407401.0,listen,True,True,True,stars+forks+downloads
faraday-excon,393793312.0,faraday-excon,True,True,True,stars+forks+downloads
faraday-net_http_persistent,389854634.0,faraday-net_http_persistent,True,True,True,stars+forks+downloads
octokit,389392733.0,octokit,True,True,True,stars+forks+downloads
faraday-multipart,389326082.0,faraday-multipart,True,True,True,stars+forks+downloads
aws-sdk,383208381.0,aws-sdk,False,False,True,downloads
net-ssh,381119067.0,net-ssh,True,True,True,stars+forks+downloads
knapsack,379678028.0,knapsack,True,True,True,stars+forks+downloads
representable,375198093.0,representable,True,True,True,stars+forks+downloads
mini_magick,371325238.0,mini_magick,True,True,True,stars+forks+downloads
bootsnap,369450370.0,bootsnap,True,True,True,stars+forks+downloads
net-imap,368829984.0,net-imap,True,True,True,stars+forks+downloads
uber,368675607.0,uber,True,True,True,stars+forks+downloads
aws-sdk-resources,366023383.0,aws-sdk-resources,False,False,True,downloads
sass,365189059.0,sass,True,True,True,stars+forks+downloads
declarative,360985975.0,declarative,True,True,True,stars+forks+downloads
faraday-em_synchrony,357249224.0,faraday-em_synchrony,True,True,True,stars+forks+downloads
capybara,354718067.0,capybara,True,True,True,stars+forks+downloads
sinatra,353765751.0,sinatra,True,True,True,stars+forks+downloads
selenium-webdriver,353688503.0,selenium-webdriver,True,True,True,stars+forks+downloads
timeout,351482312.0,timeout,True,True,True,stars+forks+downloads
factory_bot,349202234.0,factory_bot,True,True,True,stars+forks+downloads
request_store,347835052.0,request_store,True,True,True,stars+forks+downloads
faraday-em_http,346168207.0,faraday-em_http,True,True,True,stars+forks+downloads
aws-sdk-sqs,341742660.0,aws-sdk-sqs,True,True,True,stars+forks+downloads
faker,338413299.0,faker,True,True,True,stars+forks+downloads
xpath,336849107.0,xpath,True,True,True,stars+forks+downloads
rdoc,336704129.0,rdoc,True,True,True,stars+forks+downloads
highline,335740032.0,highline,True,True,True,stars+forks+downloads
faraday-httpclient,334123586.0,faraday-httpclient,True,True,True,stars+forks+downloads
sidekiq,332028509.0,sidekiq,True,True,True,stars+forks+downloads
google-cloud-env,331290096.0,google-cloud-env,True,True,True,stars+forks+downloads
responders,330964796.0,responders,True,True,True,stars+forks+downloads
faraday-patron,330607291.0,faraday-patron,True,True,True,stars+forks+downloads
arel,329529292.0,arel,True,True,True,stars+forks+downloads
eventmachine,329492472.0,eventmachine,True,True,True,stars+forks+downloads
faraday-rack,324208034.0,faraday-rack,True,True,True,stars+forks+downloads
rubocop-performance,321199710.0,rubocop-performance,True,True,True,stars+forks+downloads
memoist,320277638.0,memoist,True,True,True,stars+forks+downloads
net-smtp,320022773.0,net-smtp,True,True,True,stars+forks+downloads
rouge,319732219.0,rouge,True,True,True,stars+forks+downloads
daemons,315450885.0,daemons,True,True,True,stars+forks+downloads
jquery-rails,309044968.0,jquery-rails,True,True,True,stars+forks+downloads
jbuilder,308885862.0,jbuilder,True,True,True,stars+forks+downloads
digest-crc,306512006.0,digest-crc,True,True,True,stars+forks+downloads
childprocess,306348991.0,childprocess,True,True,True,stars+forks+downloads
warden,303230030.0,warden,True,True,True,stars+forks+downloads
oj,302456970.0,oj,True,True,True,stars+forks+downloads
rubocop-rails,301258033.0,rubocop-rails,True,True,True,stars+forks+downloads
erubis,300263403.0,erubis,True,True,True,stars+forks+downloads
launchy,296504969.0,launchy,True,True,True,stars+forks+downloads
uglifier,293446267.0,uglifier,True,True,True,stars+forks+downloads
date,293328201.0,date,True,True,True,stars+forks+downloads
ethon,293222792.0,ethon,True,True,True,stars+forks+downloads
sass-rails,293027871.0,sass-rails,True,True,True,stars+forks+downloads
devise,292438114.0,devise,True,True,True,stars+forks+downloads
mustermann,291677604.0,mustermann,True,True,True,stars+forks+downloads
rubocop-rspec,290638447.0,rubocop-rspec,True,True,True,stars+forks+downloads
factory_bot_rails,289486391.0,factory_bot_rails,True,True,True,stars+forks+downloads
net-protocol,288814983.0,net-protocol,True,True,True,stars+forks+downloads
language_server-protocol,286380093.0,language_server-protocol,True,True,True,stars+forks+downloads
typhoeus,285595359.0,typhoeus,True,True,True,stars+forks+downloads
awesome_print,285526299.0,awesome_print,True,True,True,stars+forks+downloads
pry-byebug,284761605.0,pry-byebug,True,True,True,stars+forks+downloads
orm_adapter,283168637.0,orm_adapter,True,True,True,stars+forks+downloads
formatador,280543071.0,formatador,True,True,True,stars+forks+downloads
google-apis-core,280026305.0,google-apis-core,True,True,True,stars+forks+downloads
google-cloud-core,278167727.0,google-cloud-core,True,True,True,stars+forks+downloads
aws-sdk-ssm,276520107.0,aws-sdk-ssm,True,True,True,stars+forks+downloads
http-accept,274809149.0,http-accept,True,True,True,stars+forks+downloads
oauth2,273444936.0,oauth2,True,True,True,stars+forks+downloads
rack-cors,271297599.0,rack-cors,True,True,True,stars+forks+downloads
shoulda-matchers,270007865.0,shoulda-matchers,True,True,True,stars+forks+downloads
timecop,269857712.0,timecop,True,True,True,stars+forks+downloads
rspec_junit_formatter,269445516.0,rspec_junit_formatter,True,True,True,stars+forks+downloads
kaminari,269174084.0,kaminari,True,True,True,stars+forks+downloads
simplecov_json_formatter,267572933.0,simplecov_json_formatter,True,True,True,stars+forks+downloads
cfpropertylist,266452910.0,CFPropertyList,True,True,True,stars+forks+downloads
coffee-script-source,264795892.0,coffee-script-source,True,True,True,stars+forks+downloads
google-cloud-errors,264528496.0,google-cloud-errors,True,True,True,stars+forks+downloads
aws-sdk-ec2,261212916.0,aws-sdk-ec2,True,True,True,stars+forks+downloads
drb,260254066.0,drb,True,True,True,stars+forks+downloads
spring,257199552.0,spring,True,True,True,stars+forks+downloads
coffee-script,255899896.0,coffee-script,True,True,True,stars+forks+downloads
trailblazer-option,250899606.0,trailblazer-option,True,True,True,stars+forks+downloads
temple,249518913.0,temple,True,True,True,stars+forks+downloads
kramdown,249408655.0,kramdown,True,True,True,stars+forks+downloads
net-ntp,249168218.0,net-ntp,True,True,True,stars+forks+downloads
claide,248619897.0,claide,True,True,True,stars+forks+downloads
reline,243087624.0,reline,True,True,True,stars+forks+downloads
colored2,241610501.0,colored2,True,True,True,stars+forks+downloads
mysql2,240433290.0,mysql2,True,True,True,stars+forks+downloads
uri,239996610.0,uri,True,True,True,stars+forks+downloads
dry-core,239959618.0,dry-core,True,True,True,stars+forks+downloads
htmlentities,239656514.0,htmlentities,True,True,True,stars+forks+downloads
net-pop,238041197.0,net-pop,True,True,True,stars+forks+downloads
psych,237958602.0,psych,True,True,True,stars+forks+downloads
tty-screen,237438686.0,tty-screen,True,True,True,stars+forks+downloads
kaminari-core,236615737.0,kaminari-core,True,True,True,stars+forks+downloads
google-cloud-storage,235748336.0,google-cloud-storage,True,True,True,stars+forks+downloads
coffee-rails,235309126.0,coffee-rails,True,True,True,stars+forks+downloads
irb,234425178.0,irb,True,True,True,stars+forks+downloads
kaminari-activerecord,232312526.0,kaminari-activerecord,True,True,True,stars+forks+downloads
yard,232228652.0,yard,True,True,True,stars+forks+downloads
kaminari-actionview,231823631.0,kaminari-actionview,True,True,True,stars+forks+downloads
brakeman,230162174.0,brakeman,True,True,True,stars+forks+downloads
dry-inflector,229568242.0,dry-inflector,True,True,True,stars+forks+downloads
net-scp,229164441.0,net-scp,True,True,True,stars+forks+downloads
pry-rails,227395164.0,pry-rails,True,True,True,stars+forks+downloads
tty-cursor,227238282.0,tty-cursor,True,True,True,stars+forks+downloads
io-console,226078357.0,io-console,True,True,True,stars+forks+downloads
benchmark,224986490.0,benchmark,True,True,True,stars+forks+downloads
googleapis-common-protos-types,224015244.0,googleapis-common-protos-types,True,True,True,stars+forks+downloads
securerandom,223146455.0,securerandom,True,True,True,stars+forks+downloads
et-orbi,221840850.0,et-orbi,True,True,True,stars+forks+downloads
omniauth,221473069.0,omniauth,True,True,True,stars+forks+downloads
aws-sdk-kinesis,221000792.0,aws-sdk-kinesis,True,True,True,stars+forks+downloads
xcodeproj,220587476.0,xcodeproj,True,True,True,stars+forks+downloads
dry-types,217196187.0,dry-types,True,True,True,stars+forks+downloads
database_cleaner,216582911.0,database_cleaner,True,True,True,stars+forks+downloads
dry-logic,216330274.0,dry-logic,True,True,True,stars+forks+downloads
elasticsearch-api,215048322.0,elasticsearch-api,True,True,True,stars+forks+downloads
elasticsearch,214005956.0,elasticsearch,True,True,True,stars+forks+downloads
safe_yaml,213179730.0,safe_yaml,True,True,True,stars+forks+downloads
http,211562950.0,http,True,True,True,stars+forks+downloads
plist,210469231.0,plist,True,True,True,stars+forks+downloads
redis-namespace,210318282.0,redis-namespace,True,True,True,stars+forks+downloads
fugit,210105571.0,fugit,True,True,True,stars+forks+downloads
fastlane,209217624.0,fastlane,False,False,True,downloads
aws-sdk-dynamodb,208775481.0,aws-sdk-dynamodb,True,True,True,stars+forks+downloads
sassc,208591302.0,sassc,True,True,True,stars+forks+downloads
thin,208174185.0,thin,True,True,True,stars+forks+downloads
fastimage,207811112.0,fastimage,True,True,True,stars+forks+downloads
ice_nine,206865733.0,ice_nine,True,True,True,stars+forks+downloads
net-http-persistent,206468314.0,net-http-persistent,True,True,True,stars+forks+downloads
chunky_png,205566811.0,chunky_png,True,True,True,stars+forks+downloads
git,205258215.0,git,True,True,True,stars+forks+downloads
grpc,204314754.0,grpc,True,True,True,stars+forks+downloads
haml,204196085.0,haml,True,True,True,stars+forks+downloads
http-form_data,203539480.0,http-form_data,True,True,True,stars+forks+downloads
debug_inspector,202515120.0,debug_inspector,True,True,True,stars+forks+downloads
websocket,202384926.0,websocket,True,True,True,stars+forks+downloads
dotenv-rails,202240900.0,dotenv-rails,True,True,True,stars+forks+downloads
google-apis-storage_v1,201940791.0,google-apis-storage_v1,True,True,True,stars+forks+downloads
timers,201860739.0,timers,True,False,True,stars+downloads
raabro,201688114.0,raabro,True,True,True,stars+forks+downloads
graphql,200662105.0,graphql,True,True,True,stars+forks+downloads
mutex_m,197976720.0,mutex_m,True,True,True,stars+forks+downloads
lograge,197935385.0,lograge,True,True,True,stars+forks+downloads
binding_of_caller,197457832.0,binding_of_caller,True,True,True,stars+forks+downloads
rails-controller-testing,196842561.0,rails-controller-testing,True,True,True,stars+forks+downloads
google-apis-iamcredentials_v1,196181247.0,google-apis-iamcredentials_v1,True,True,True,stars+forks+downloads
rack-session,194804052.0,rack-session,True,True,True,stars+forks+downloads
fog-core,194466687.0,fog-core,True,True,True,stars+forks+downloads
sqlite3,192591321.0,sqlite3,True,True,True,stars+forks+downloads
mimemagic,192279704.0,mimemagic,True,True,True,stars+forks+downloads
json-schema,192208756.0,json-schema,True,True,True,stars+forks+downloads
stringio,191321611.0,stringio,True,True,True,stars+forks+downloads
dry-configurable,189239730.0,dry-configurable,True,True,True,stars+forks+downloads
csv,188585638.0,csv,True,True,True,stars+forks+downloads
net-http,186722051.0,net-http,True,True,True,stars+forks+downloads
nap,186409923.0,nap,True,True,True,stars+forks+downloads
omniauth-oauth2,185947358.0,omniauth-oauth2,True,True,True,stars+forks+downloads
newrelic_rpm,185060294.0,newrelic_rpm,True,True,True,stars+forks+downloads
fog-json,184818182.0,fog-json,True,True,True,stars+forks+downloads
prism,184656385.0,prism,True,True,True,stars+forks+downloads
google-api-client,184620325.0,google-api-client,True,True,True,stars+forks+downloads
ipaddress,183917507.0,ipaddress,True,True,True,stars+forks+downloads
state_machines,182808027.0,state_machines,True,True,True,stars+forks+downloads
bullet,182102206.0,bullet,True,True,True,stars+forks+downloads
web-console,181328414.0,web-console,True,True,True,stars+forks+downloads
uniform_notifier,181050827.0,uniform_notifier,True,True,True,stars+forks+downloads
fog-xml,180578397.0,fog-xml,True,True,True,stars+forks+downloads
sass-listen,179517118.0,sass-listen,True,True,True,stars+forks+downloads
css_parser,179212798.0,css_parser,True,True,True,stars+forks+downloads
net-sftp,177980893.0,net-sftp,True,True,True,stars+forks+downloads
http_parser.rb,177751585.0,http_parser.rb,True,True,True,stars+forks+downloads
ffi-compiler,177731383.0,ffi-compiler,True,True,True,stars+forks+downloads
rack-proxy,176559323.0,rack-proxy,True,True,True,stars+forks+downloads
xml-simple,176463034.0,xml-simple,True,True,True,stars+forks+downloads
fog-aws,175246679.0,fog-aws,True,True,True,stars+forks+downloads
nanaimo,174320111.0,nanaimo,True,True,True,stars+forks+downloads
elasticsearch-transport,173734612.0,elasticsearch-transport,True,True,True,stars+forks+downloads
matrix,173681256.0,matrix,True,True,True,stars+forks+downloads
aws-sdk-sns,173518383.0,aws-sdk-sns,True,True,True,stars+forks+downloads
sassc-rails,173406616.0,sassc-rails,True,True,True,stars+forks+downloads
rackup,172638698.0,rackup,True,True,True,stars+forks+downloads
kramdown-parser-gfm,170505400.0,kramdown-parser-gfm,True,True,True,stars+forks+downloads
babosa,170417092.0,babosa,True,True,True,stars+forks+downloads
aws-sdk-cloudformation,167891762.0,aws-sdk-cloudformation,True,True,True,stars+forks+downloads
aws-sdk-lambda,167688971.0,aws-sdk-lambda,False,False,True,downloads
aws-sdk-secretsmanager,167343450.0,aws-sdk-secretsmanager,True,True,True,stars+forks+downloads
celluloid,167035240.0,celluloid,True,False,True,stars+downloads
oauth,166911268.0,oauth,True,True,True,stars+forks+downloads
aws-sdk-cloudwatch,166678152.0,aws-sdk-cloudwatch,True,True,True,stars+forks+downloads
colorize,166488669.0,colorize,True,True,True,stars+forks+downloads
activerecord-import,164704068.0,activerecord-import,True,True,True,stars+forks+downloads
parallel_tests,164620203.0,parallel_tests,True,True,True,stars+forks+downloads
unicode-emoji,164149836.0,unicode-emoji,True,True,True,stars+forks+downloads
faraday-cookie_jar,164145012.0,faraday-cookie_jar,True,True,True,stars+forks+downloads
vcr,163164309.0,vcr,True,True,True,stars+forks+downloads
autoprefixer-rails,163156696.0,autoprefixer-rails,True,True,True,stars+forks+downloads
ttfunk,161297380.0,ttfunk,True,True,True,stars+forks+downloads
rchardet,161020150.0,rchardet,True,True,True,stars+forks+downloads
tty-spinner,160584700.0,tty-spinner,True,True,True,stars+forks+downloads
bindex,159925706.0,bindex,True,True,True,stars+forks+downloads
fluent-plugin-s3,159070498.0,fluent-plugin-s3,False,False,True,downloads
atomos,157364329.0,atomos,True,True,True,stars+forks+downloads
slop,157245117.0,slop,True,True,True,stars+forks+downloads
fluent-plugin-kubernetes_metadata_filter,156996995.0,fluent-plugin-kubernetes_metadata_filter,False,False,True,downloads
redis-client,156342833.0,redis-client,True,True,True,stars+forks+downloads
stackprof,155275563.0,stackprof,True,True,True,stars+forks+downloads
colored,154322564.0,colored,True,True,True,stars+forks+downloads
gh_inspector,154253950.0,gh_inspector,True,True,True,stars+forks+downloads
guard,153631020.0,guard,True,True,True,stars+forks+downloads
lumberjack,153221799.0,lumberjack,True,True,True,stars+forks+downloads
google-apis-androidpublisher_v3,152667700.0,google-apis-androidpublisher_v3,True,True,True,stars+forks+downloads
backports,151574120.0,backports,True,False,True,stars+downloads
aws-sdk-iam,151436948.0,aws-sdk-iam,True,True,True,stars+forks+downloads
sexp_processor,151042849.0,sexp_processor,True,True,True,stars+forks+downloads
rack-attack,149825060.0,rack-attack,True,True,True,stars+forks+downloads
open4,149177552.0,open4,True,True,True,stars+forks+downloads
sorbet-runtime,147928060.0,sorbet-runtime,True,True,True,stars+forks+downloads
sentry-ruby,147803090.0,sentry-ruby,True,True,True,stars+forks+downloads
ostruct,147377039.0,ostruct,True,True,True,stars+forks+downloads
commander,145929014.0,commander,True,True,True,stars+forks+downloads
aws-sdk-ecr,145611463.0,aws-sdk-ecr,False,False,True,downloads
paper_trail,145194929.0,paper_trail,True,True,True,stars+forks+downloads
browser,144244411.0,browser,True,True,True,stars+forks+downloads
descendants_tracker,143685012.0,descendants_tracker,True,True,True,stars+forks+downloads
aws-sdk-cloudwatchlogs,143431321.0,aws-sdk-cloudwatchlogs,False,False,True,downloads
turbolinks,142564324.0,turbolinks,True,True,True,stars+forks+downloads
xcpretty,142020092.0,xcpretty,True,True,True,stars+forks+downloads
bundler-audit,141579566.0,bundler-audit,True,True,True,stars+forks+downloads
climate_control,141217682.0,climate_control,True,True,True,stars+forks+downloads
rufus-scheduler,140972965.0,rufus-scheduler,True,True,True,stars+forks+downloads
carrierwave,140945919.0,carrierwave,True,True,True,stars+forks+downloads
bindata,140893251.0,bindata,True,True,True,stars+forks+downloads
ruby_parser,140778038.0,ruby_parser,True,True,True,stars+forks+downloads
nenv,140647688.0,nenv,True,True,True,stars+forks+downloads
notiffany,140639777.0,notiffany,True,True,True,stars+forks+downloads
unicode_utils,139441880.0,unicode_utils,True,True,True,stars+forks+downloads
slack-notifier,139435781.0,slack-notifier,True,True,True,stars+forks+downloads
rails-i18n,139039988.0,rails-i18n,True,True,True,stars+forks+downloads
shellany,139022664.0,shellany,True,True,True,stars+forks+downloads
faraday-http-cache,138867641.0,faraday-http-cache,True,True,True,stars+forks+downloads
cocoapods,138370087.0,cocoapods,True,False,True,stars+downloads
jaro_winkler,137638100.0,jaro_winkler,True,True,True,stars+forks+downloads
rotp,137530525.0,rotp,True,True,True,stars+forks+downloads
aws-sdk-route53,137511734.0,aws-sdk-route53,False,False,True,downloads
bootboot,137456162.0,bootboot,False,False,True,downloads
version_gem,137295209.0,version_gem,True,True,True,stars+forks+downloads
liquid,137087717.0,liquid,True,True,True,stars+forks+downloads
active_model_serializers,136475792.0,active_model_serializers,True,True,True,stars+forks+downloads
dry-container,136353480.0,dry-container,False,False,True,downloads
sanitize,136020883.0,sanitize,True,True,True,stars+forks+downloads
emoji_regex,135664826.0,emoji_regex,True,True,True,stars+forks+downloads
redis-store,135632725.0,redis-store,True,True,True,stars+forks+downloads
ruby-saml,135326142.0,ruby-saml,True,True,True,stars+forks+downloads
dogstatsd-ruby,135136992.0,dogstatsd-ruby,True,True,True,stars+forks+downloads
spring-commands-rspec,134421975.0,spring-commands-rspec,True,True,True,stars+forks+downloads
cocoapods-core,134079383.0,cocoapods-core,True,False,True,stars+downloads
guard-compat,133901669.0,guard-compat,True,True,True,stars+forks+downloads
chronic,133816216.0,chronic,True,True,True,stars+forks+downloads
optimist,133513968.0,optimist,True,True,True,stars+forks+downloads
dry-initializer,133266210.0,dry-initializer,True,True,True,stars+forks+downloads
coercible,133210480.0,coercible,True,True,True,stars+forks+downloads
celluloid-io,132844104.0,celluloid-io,True,False,True,stars+downloads
twilio-ruby,132718598.0,twilio-ruby,True,True,True,stars+forks+downloads
naturally,132608954.0,naturally,True,True,True,stars+forks+downloads
useragent,132500179.0,useragent,True,True,True,stars+forks+downloads
security,132311931.0,security,True,True,True,stars+forks+downloads
terminal-notifier,132240502.0,terminal-notifier,True,True,True,stars+forks+downloads
redcarpet,132235149.0,redcarpet,True,True,True,stars+forks+downloads
money,131943841.0,money,True,True,True,stars+forks+downloads
foreman,131797828.0,foreman,True,True,True,stars+forks+downloads
simctl,131346760.0,simctl,True,True,True,stars+forks+downloads
equalizer,131102941.0,equalizer,True,True,True,stars+forks+downloads
pp,131012006.0,pp,True,True,True,stars+forks+downloads
nori,131010843.0,nori,True,True,True,stars+forks+downloads
database_cleaner-active_record,130833275.0,database_cleaner-active_record,True,True,True,stars+forks+downloads
countries,130269882.0,countries,True,True,True,stars+forks+downloads
virtus,130058206.0,virtus,True,True,True,stars+forks+downloads
aws-sdk-ses,129879364.0,aws-sdk-ses,True,True,True,stars+forks+downloads
guard-rspec,128676589.0,guard-rspec,True,True,True,stars+forks+downloads
lint_roller,128585445.0,lint_roller,True,True,True,stars+forks+downloads
dalli,128525995.0,dalli,True,True,True,stars+forks+downloads
