gem,version,downloads,doc_coverage_pct,methods_documented,methods_total,has_readme,readme,readme_bytes,has_changelog,has_license,doc_dir_files,doc_files,link_docs,docs_host,doc_is_autogen,link_home,link_changelog,link_wiki,link_code,link_bugs,github_url
stackdriver-core,1.8.0,12041566,100.0,35,35,False,,0,True,True,0,4,https://www.rubydoc.info/gems/stackdriver-core/1.8.0,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby/tree/master/stackdriver-core,,,,https://github.com/GoogleCloudPlatform/google-cloud-ruby/labels/stackdriver,https://github.com/googleapis/google-cloud-ruby
tty-spinner,0.9.3,160584700,100.0,58,58,True,README.md,14585,True,True,0,3,https://www.rubydoc.info/gems/tty-spinner,rubydoc.info,True,https://ttytoolkit.org,https://github.com/piotrmurach/tty-spinner/blob/master/CHANGELOG.md,,https://github.com/piotrmurach/tty-spinner,https://github.com/piotrmurach/tty-spinner/issues,https://github.com/piotrmurach/tty-spinner
inifile,3.0.0,38692218,100.0,32,32,True,README.md,6657,True,False,0,2,https://www.rubydoc.info/gems/inifile/3.0.0,rubydoc.info,True,http://rubygems.org/gems/inifile,,,https://github.com/twp/inifile,https://github.com/twp/inifile/issues,https://github.com/twp/inifile
datadog_api_client,2.59.1,18997856,99.6,58450,58658,True,README.md,5426,True,True,0,6,https://docs.datadoghq.com/api/,docs.datadoghq.com,False,https://datadoghq.com/,https://github.com/DataDog/datadog-api-client-ruby/blob/master/CHANGELOG.md,,https://github.com/DataDog/datadog-api-client-ruby,https://github.com/DataDog/datadog-api-client-ruby/issues,https://github.com/datadog/datadog-api-client-ruby
mlb,0.11.0,138814,99.1,212,214,True,README.md,13624,True,True,0,3,https://rubydoc.info/gems/mlb/,rubydoc.info,True,https://sferik.github.io/mlb-ruby,https://github.com/sferik/mlb-ruby/blob/master/CHANGELOG.md,,https://github.com/sferik/mlb-ruby,https://github.com/sferik/mlb-ruby/issues,https://github.com/sferik/mlb-ruby
kitchen-vagrant,2.4.1,3663272,98.5,65,66,False,,0,False,True,0,0,https://www.rubydoc.info/gems/kitchen-vagrant/2.4.0,rubydoc.info,True,https://github.com/test-kitchen/kitchen-vagrant/,,https://github.com/opscode/kitchen-vagrant/wiki,https://github.com/opscode/kitchen-vagrant,https://github.com/opscode/kitchen-vagrant/issues,https://github.com/opscode/kitchen-vagrant
google-cloud-artifact_registry-v1,1.14.0,16305674,98.5,266,270,True,README.md,7202,False,True,0,4,https://www.rubydoc.info/gems/google-cloud-artifact_registry-v1/1.14.0,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
docusign_esign,7.0.0,7023972,98.4,9190,9344,True,README.md,4737,True,True,1,2,https://www.rubydoc.info/gems/docusign_esign/7.0.0,rubydoc.info,True,https://github.com/docusign/docusign-esign-ruby-client,,,,,https://github.com/docusign/docusign-esign-ruby-client
axiom-types,0.1.1,128151234,98.3,59,60,True,README.md,1307,False,True,0,2,https://www.rubydoc.info/gems/axiom-types/0.1.1,rubydoc.info,True,https://github.com/dkubb/axiom-types,,,,,https://github.com/dkubb/axiom-types
google-cloud-translate-v3,1.10.1,3950759,98.2,213,217,True,README.md,7102,False,True,0,4,https://www.rubydoc.info/gems/google-cloud-translate-v3/1.10.1,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
tty-markdown-meinac,0.7.2,64687,98.1,106,108,True,README.md,11178,True,True,0,3,https://www.rubydoc.info/gems/tty-markdown,rubydoc.info,True,https://ttytoolkit.org,https://github.com/piotrmurach/tty-markdown/blob/master/CHANGELOG.md,,https://github.com/piotrmurach/tty-markdown,https://github.com/piotrmurach/tty-markdown/issues,https://github.com/piotrmurach/tty-markdown
uuidtools,3.0.0,98616988,97.9,46,47,True,README.md,1207,True,True,0,2,https://www.rubydoc.info/gems/uuidtools/3.0.0,rubydoc.info,True,https://github.com/sporkmonger/uuidtools,,,,,https://github.com/sporkmonger/uuidtools
fastly,17.1.0,3876947,97.6,17228,17659,True,README.md,114066,True,True,1079,1084,https://www.rubydoc.info/gems/fastly/17.1.0,rubydoc.info,True,https://github.com/fastly/fastly-ruby,,,,,https://github.com/fastly/fastly-ruby
xml-simple,1.1.9,176463034,97.5,39,40,False,,0,False,False,0,0,https://www.rubydoc.info/gems/xml-simple/1.1.9,rubydoc.info,True,https://github.com/maik/xml-simple,,,,,https://github.com/maik/xml-simple
google-cloud-storage_transfer-v1,1.11.0,12440628,97.3,108,111,True,README.md,7353,False,True,0,4,https://www.rubydoc.info/gems/google-cloud-storage_transfer-v1/1.11.0,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
plaid,51.0.0,24252474,97.1,33115,34097,True,README.md,13165,True,True,0,5,https://github.com/plaid/plaid-ruby/wiki,github.com,False,https://plaid.com,,,https://github.com/plaid/plaid-ruby,,https://github.com/plaid/plaid-ruby
by,1.1.0,23191,97.1,33,34,True,README.rdoc,10626,True,False,0,1,,,False,http://github.com/jeremyevans/by,https://github.com/jeremyevans/by/blob/master/CHANGELOG,,https://github.com/jeremyevans/by,https://github.com/jeremyevans/by/issues,https://github.com/jeremyevans/by
google-iam-v1,1.7.1,14824961,97.0,32,33,True,README.md,636,False,True,0,3,https://www.rubydoc.info/gems/google-iam-v1/1.7.1,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
zache,0.15.2,7377515,96.9,31,32,True,README.md,3893,False,True,0,3,https://www.rubydoc.info/gems/zache/0.15.2,rubydoc.info,True,https://github.com/yegor256/zache,,,,,https://github.com/yegor256/zache
rex-arch,0.1.20,3057214,96.8,61,63,True,README.md,1183,False,True,0,2,https://www.rubydoc.info/gems/rex-arch/0.1.20,rubydoc.info,True,https://github.com/rapid7/rex-arch,,,,,https://github.com/rapid7/rex-arch
crass,1.0.7,605460118,96.8,61,63,True,README.md,5621,True,True,0,2,https://www.rubydoc.info/gems/crass/1.0.7,rubydoc.info,True,https://github.com/rgrove/crass/,https://github.com/rgrove/crass/blob/v1.0.7/HISTORY.md,,https://github.com/rgrove/crass/tree/v1.0.7,https://github.com/rgrove/crass/issues,https://github.com/rgrove/crass
dbus-systemd,1.1.2,17374489,96.6,57,59,True,README.md,19109,False,True,0,2,https://www.rubydoc.info/gems/dbus-systemd/1.1.2,rubydoc.info,True,https://github.com/nathwill/ruby-dbus-systemd,,,,,https://github.com/nathwill/ruby-dbus-systemd
rasn1,0.17.0,866189,96.5,274,284,True,README.md,3059,False,True,0,1,,,False,https://codeberg.org/lemontree55/rasn1,,,,https://codeberg.org/lemontree55/rasn1/issues,
coercible,1.0.0,133210480,96.4,80,83,True,README.md,1792,True,True,0,3,http://rubydoc.info/github/solnic/coercible/master/frames,rubydoc.info,True,https://github.com/solnic/coercible,,,,https://github.com/solnic/coercible/issues,https://github.com/solnic/coercible
netaddr,2.0.6,31572554,96.3,104,108,True,README.md,1072,False,True,0,1,https://www.rubydoc.info/gems/netaddr/2.0.6,rubydoc.info,True,https://github.com/dspinhirne/netaddr-rb,,,,,https://github.com/dspinhirne/netaddr-rb
line-bot-api,2.10.0,5519164,96.2,1456,1514,True,README.md,12984,False,True,0,2,https://line.github.io/line-bot-sdk-ruby/,line.github.io,False,https://github.com/line/line-bot-sdk-ruby,https://github.com/line/line-bot-sdk-ruby/releases,,,https://github.com/line/line-bot-sdk-ruby/issues,https://github.com/line/line-bot-sdk-ruby
google-cloud-dialogflow-v2,1.17.1,2356693,96.0,1311,1365,True,README.md,7378,False,True,0,4,https://www.rubydoc.info/gems/google-cloud-dialogflow-v2/1.17.1,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
google-cloud-compute-v1,3.9.1,16430581,95.9,4807,5012,True,README.md,3672,False,True,0,4,https://www.rubydoc.info/gems/google-cloud-compute-v1/3.9.1,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
choice,0.2.0,48165997,95.7,44,46,True,README.rdoc,11764,True,True,0,1,http://defunkt.github.com/choice/,defunkt.github.com,False,http://www.github.com/defunkt/choice,,,http://github.com/defunkt/choice,http://github.com/defunkt/choice/issues,https://github.com/defunkt/choice
simple_oauth,0.4.1,42542136,95.6,43,45,True,README.md,4347,True,True,0,4,,,False,https://github.com/laserlemon/simple_oauth,https://github.com/laserlemon/simple_oauth/blob/master/CHANGELOG.md,,,,https://github.com/laserlemon/simple_oauth
chef-utils,19.3.15,56719421,95.6,172,180,False,,0,False,True,0,0,https://github.com/chef/chef/tree/main/chef-utils/README.md,github.com,False,https://github.com/chef/chef/tree/main/chef-utils,https://github.com/chef/chef/blob/main/CHANGELOG.md,,,https://github.com/chef/chef/issues,https://github.com/chef/chef
rdf,3.3.4,6248600,95.3,922,967,True,README.md,25945,False,False,0,1,https://ruby-rdf.github.io/rdf,ruby-rdf.github.io,False,https://github.com/ruby-rdf/rdf,,,,https://github.com/ruby-rdf/rdf/issues,https://github.com/ruby-rdf/rdf
meta-tags,2.24.0,21074980,95.1,77,81,True,README.md,34145,True,False,0,5,https://rubydoc.info/github/kpumuk/meta-tags/,rubydoc.info,True,https://github.com/kpumuk/meta-tags/,https://github.com/kpumuk/meta-tags/blob/main/CHANGELOG.md,,,https://github.com/kpumuk/meta-tags/issues/,https://github.com/kpumuk/meta-tags
git,5.4.1,205258215,95.1,1000,1052,True,README.md,24250,True,True,0,8,https://rubydoc.info/gems/git/5.1.0,rubydoc.info,True,http://github.com/ruby-git/ruby-git,https://rubydoc.info/gems/git/5.1.0/file/CHANGELOG.md,,,,https://github.com/schacon/ruby-git
mercenary,0.4.0,36095403,95.0,38,40,True,README.md,7216,True,True,0,2,https://www.rubydoc.info/gems/mercenary/0.4.0,rubydoc.info,True,https://github.com/jekyll/mercenary,,,,,https://github.com/jekyll/mercenary
dry-inflector,1.3.1,229568242,95.0,38,40,True,README.md,551,True,True,0,2,,,False,https://dry-rb.org/gems/dry-inflector,https://github.com/dry-rb/dry-inflector/blob/main/CHANGELOG.md,,https://github.com/dry-rb/dry-inflector,https://github.com/dry-rb/dry-inflector/issues,https://github.com/dry-rb/dry-inflector
hubspot-api-client,20.0.0,9143561,94.9,27677,29152,True,README.md,6057,True,True,0,2,https://www.rubydoc.info/gems/hubspot-api-client/20.0.0,rubydoc.info,True,https://github.com/HubSpot/hubspot-api-ruby,,,,,https://github.com/hubspot/hubspot-api-ruby
io-like,0.4.0,33774408,94.7,196,207,True,README.md,7275,True,True,0,2,http://rdoc.info/gems/io-like/0.3.0/frames,rdoc.info,True,http://github.com/javanthropus/io-like,,https://github.com/javanthropus/io-like/wiki/,https://github.com/javanthropus/io-like,https://github.com/javanthropus/io-like/issues,https://github.com/javanthropus/io-like
rex-java,0.1.8,3116741,94.6,87,92,True,README.md,1184,False,True,0,2,https://www.rubydoc.info/gems/rex-java/0.1.8,rubydoc.info,True,https://github.com/rapid7/rex-java,,,,,https://github.com/rapid7/rex-java
diff_match_patch,0.1.0,18586058,94.6,35,37,True,README.md,429,False,True,0,1,,,False,https://github.com/kalmbach/diff_match_patch,,,,,https://github.com/kalmbach/diff_match_patch
twitter,8.3.1,27916560,94.4,357,378,True,README.md,5869,False,True,0,2,https://rubydoc.info/gems/twitter,rubydoc.info,True,https://sferik.github.io/twitter,https://github.com/sferik/twitter-ruby/blob/master/CHANGELOG.md,,https://github.com/sferik/twitter-ruby,https://github.com/sferik/twitter-ruby/issues,https://github.com/sferik/twitter
aws-sdk-sagemaker,1.389.0,92893644,94.1,427,454,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sagemaker/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-sagemaker,,https://github.com/aws/aws-sdk-ruby
aws-sdk-ec2,1.644.0,261212916,94.1,1608,1709,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ec2/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-ec2,,https://github.com/aws/aws-sdk-ruby
google-cloud-pubsub-v1,1.16.0,17090629,94.1,80,85,True,README.md,7011,False,True,0,4,https://www.rubydoc.info/gems/google-cloud-pubsub-v1/1.16.0,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
azure_mgmt_resources,0.18.2,8622340,94.1,4078,4334,True,README.md,3710,False,True,0,2,https://azure.microsoft.com/en-us/develop/ruby/,azure.microsoft.com,False,https://aka.ms/azure-sdk-for-ruby,https://github.com/Azure/azure-sdk-for-ruby/blob/master/ChangeLog.md,,https://github.com/Azure/azure-sdk-for-ruby/tree/master/management/azure_mgmt_resources,https://github.com/Azure/azure-sdk-for-ruby/issues,https://github.com/azure/azure-sdk-for-ruby
color,2.2.0,16319240,93.9,168,179,True,README.md,2992,True,True,0,9,https://halostatue.github.io/color/,halostatue.github.io,False,https://github.com/halostatue/color,https://github.com/halostatue/color/blob/main/CHANGELOG.md,,,https://github.com/halostatue/color/issues,https://github.com/halostatue/color
ipaddress,0.8.3,183917507,93.8,120,128,True,README.rdoc,28531,True,True,0,3,http://rubydoc.info/github/bluemonk/ipaddress/master/frames,rubydoc.info,True,https://github.com/bluemonk/ipaddress,,http://wiki.github.com/bluemonk/ipaddress/,http://github.com/bluemonk/ipaddress,http://github.com/bluemonk/ipaddress/issues,https://github.com/bluemonk/ipaddress
ruby-lsp,0.26.11,36079739,93.7,1006,1074,True,README.md,2170,False,True,0,4,https://shopify.github.io/ruby-lsp/,shopify.github.io,False,https://github.com/Shopify/ruby-lsp,,,,,https://github.com/shopify/ruby-lsp
ruby-lsp-rails,0.4.8,7471916,93.7,149,159,True,README.md,1190,False,True,0,2,https://shopify.github.io/ruby-lsp/rails-add-on.html,shopify.github.io,False,https://github.com/Shopify/ruby-lsp-rails,https://github.com/Shopify/ruby-lsp-rails/releases,,,,https://github.com/shopify/ruby-lsp-rails
google-ads-googleads,44.0.0,9604899,93.6,13953,14913,True,README.md,5574,True,False,0,3,https://www.rubydoc.info/gems/google-ads-googleads/44.0.0,rubydoc.info,True,https://github.com/googleads/google-ads-ruby,,,,,https://github.com/googleads/google-ads-ruby
http,6.0.4,211562950,93.6,436,466,True,README.md,8112,False,True,0,2,https://www.rubydoc.info/gems/http/6.0.4,rubydoc.info,True,https://github.com/httprb/http,https://github.com/httprb/http/blob/v6.0.4/CHANGELOG.md,,https://github.com/httprb/http/tree/v6.0.4,https://github.com/httprb/http/issues,https://github.com/httprb/http
net-ssh-multi,1.2.1,22418599,93.6,88,94,True,README.rdoc,4009,True,True,0,3,http://net-ssh.github.com/net-ssh-multi,net-ssh.github.com,False,https://github.com/net-ssh/net-scp,,,https://github.com/net-ssh/net-ssh-multi,https://github.com/net-ssh/net-ssh-multi/issues,https://github.com/net-ssh/net-ssh-multi
lob,6.1.0,8450166,93.6,3038,3246,True,README.md,3151,False,True,184,187,,,False,https://openapi-generator.tech,,,https://github.com/lob/lob-ruby,https://github.com/lob/lob-ruby/issues,https://github.com/lob/lob-ruby
busser,0.9.2,22000330,93.5,72,77,True,README.md,4914,True,True,0,4,https://www.rubydoc.info/gems/busser/0.8.0,rubydoc.info,True,https://github.com/test-kitchen/busser,,,,https://github.com/test-kitchen/busser/issues,https://github.com/test-kitchen/busser
literate_randomizer,0.4.0,514296,93.5,29,31,True,README.md,5338,False,True,0,3,,,False,https://github.com/Imikimi-LLC/literate_randomizer,,,,,https://github.com/imikimi-llc/literate_randomizer
multi_json,1.21.1,1150569936,93.4,71,76,True,README.md,12727,False,True,0,2,https://www.rubydoc.info/gems/multi_json/1.21.1,rubydoc.info,True,https://github.com/sferik/multi_json,https://github.com/sferik/multi_json/blob/v1.21.1/CHANGELOG.md,https://github.com/sferik/multi_json/wiki,https://github.com/sferik/multi_json/tree/v1.21.1,https://github.com/sferik/multi_json/issues,https://github.com/sferik/multi_json
google-cloud-profiler-v2,1.7.0,18631720,93.4,57,61,True,README.md,7260,False,True,0,4,https://www.rubydoc.info/gems/google-cloud-profiler-v2/1.7.0,rubydoc.info,True,https://github.com/googleapis/google-cloud-ruby,,,,,https://github.com/googleapis/google-cloud-ruby
state_machines-activerecord,0.200.0,66429894,93.3,42,45,True,README.md,7995,False,True,0,2,https://www.rubydoc.info/gems/state_machines-activerecord/0.200.0,rubydoc.info,True,https://github.com/state-machines/state_machines-activerecord/,,,,,https://github.com/state-machines/state_machines-activerecord
geom2d,0.4.1,11166988,92.4,97,105,True,README.md,1236,True,True,0,2,https://www.rubydoc.info/gems/geom2d/0.4.1,rubydoc.info,True,https://geom2d.gettalong.org,,,,,
rb-kqueue,0.2.8,4460776,92.3,36,39,True,README.md,3358,False,False,0,1,http://rdoc.info/projects/mat813/rb-kqueue,rdoc.info,True,http://github.com/mat813/rb-kqueue,,,https://github.com/mat813/rb-kqueue,https://github.com/mat813/rb-kqueue/issues,https://github.com/mat813/rb-kqueue
aws-sdk-lightsail,1.135.0,90591286,92.1,199,216,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-lightsail/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-lightsail,,https://github.com/aws/aws-sdk-ruby
ruby-xz,1.0.3,7165349,91.9,57,62,True,README.md,4095,True,True,0,2,https://www.rubydoc.info/gems/ruby-xz,rubydoc.info,True,https://github.com/win93/ruby-xz,https://github.com/win93/ruby-xz/blob/stable/HISTORY.rdoc,,https://github.com/win93/ruby-xz/tree/stable,https://github.com/win93/ruby-xz/issues,https://github.com/win93/ruby-xz
aws-sdk-connect,1.275.0,86364734,91.9,434,472,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-connect/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-connect,,https://github.com/aws/aws-sdk-ruby
prism,1.9.0,184656385,91.9,4538,4939,True,README.md,6362,True,True,19,24,,,False,https://github.com/ruby/prism,https://github.com/ruby/prism/blob/main/CHANGELOG.md,,,,https://github.com/mwunsch/prism
aws-sdk-quicksight,1.196.0,76626835,91.7,353,385,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-quicksight/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-quicksight,,https://github.com/aws/aws-sdk-ruby
axlsx,2.0.1,19879091,91.7,904,986,True,README.md,10860,True,True,0,2,https://www.rubydoc.info/gems/axlsx/2.0.1,rubydoc.info,True,https://github.com/randym/axlsx,,,,https://github.com/randym/axlsx/issues,https://github.com/randym/axlsx
snowplow-tracker,0.8.0,47132708,91.5,54,59,True,README.md,5075,False,True,0,2,https://www.rubydoc.info/gems/snowplow-tracker/0.8.0,rubydoc.info,True,http://github.com/snowplow/snowplow-ruby-tracker,,,,,https://github.com/snowplow/snowplow-ruby-tracker
aws-sdk-datazone,1.88.0,12196406,91.4,203,222,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-datazone/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-datazone,,https://github.com/aws/aws-sdk-ruby
win32-service,2.4.0,1525466,91.2,31,34,False,,0,False,False,0,0,https://www.rubydoc.info/gems/win32-service/2.4.0,rubydoc.info,True,https://github.com/chef/win32-service,,http://wiki.github.com/djberg96/win32-service/,http://github.com/djberg96/win32-service,http://github.com/djberg96/win32-service/issues,https://github.com/djberg96/win32-service
discordrb,3.8.0,2880776,91.1,1171,1285,True,README.md,8483,True,True,0,7,https://github.com/shardlab/discordrb/wiki,github.com,False,https://github.com/shardlab/discordrb,https://github.com/shardlab/discordrb/blob/main/CHANGELOG.md,,,https://github.com/shardlab/discordrb/issues,https://github.com/meew0/discordrb
http-parser,1.2.3,54755448,90.9,30,33,True,README.md,1324,False,True,0,1,https://www.rubydoc.info/gems/http-parser/1.2.3,rubydoc.info,True,https://github.com/cotag/http-parser,,,,,https://github.com/cotag/http-parser
pastel,0.8.0,114783440,90.9,50,55,True,README.md,11694,True,True,0,3,https://www.rubydoc.info/gems/pastel,rubydoc.info,True,https://ttytoolkit.org,https://github.com/piotrmurach/pastel/blob/master/CHANGELOG.md,,https://github.com/piotrmurach/pastel,https://github.com/piotrmurach/pastel/issues,https://github.com/piotrmurach/pastel
waterdrop,2.10.4,31368797,90.9,199,219,True,README.md,2279,True,True,0,2,https://karafka.io/docs/#waterdrop,karafka.io,False,https://karafka.io,https://karafka.io/docs/Changelog-WaterDrop,,https://github.com/karafka/waterdrop,https://github.com/karafka/waterdrop/issues,https://github.com/karafka/waterdrop
protocol-http1,0.41.0,16284698,90.9,70,77,True,readme.md,3663,False,True,0,4,https://socketry.github.io/protocol-http1/,socketry.github.io,False,https://github.com/socketry/protocol-http1,,,https://github.com/socketry/protocol-http1.git,,https://github.com/socketry/protocol-http1
tzinfo,2.0.6,1302574308,90.4,322,356,True,README.md,13898,True,True,0,2,https://rubydoc.info/gems/tzinfo/2.0.6,rubydoc.info,True,https://tzinfo.github.io,https://github.com/tzinfo/tzinfo/blob/master/CHANGES.md,,https://github.com/tzinfo/tzinfo/tree/v2.0.6,https://github.com/tzinfo/tzinfo/issues,https://github.com/tzinfo/tzinfo
protocol-http2,0.28.0,16255363,90.4,208,230,True,readme.md,4086,False,True,0,4,https://socketry.github.io/protocol-http2/,socketry.github.io,False,https://github.com/socketry/protocol-http2,,,https://github.com/socketry/protocol-http2.git,,https://github.com/socketry/protocol-http2
aws-sdk-greengrass,1.98.0,87802066,90.2,101,112,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-greengrass/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-greengrass,,https://github.com/aws/aws-sdk-ruby
rubytree,2.2.2,4904737,90.0,72,80,True,README.md,10656,True,True,0,4,http://rubytree.anupamsg.me/rdoc/index.html,rubytree.anupamsg.me,False,http://rubytree.anupamsg.me,,https://github.com/evolve75/RubyTree/wiki,http://github.com/evolve75/RubyTree,https://github.com/evolve75/RubyTree/issues,https://github.com/evolve75/rubytree
cliver,0.3.2,47238768,90.0,27,30,True,README.md,4560,False,True,0,3,https://www.rubydoc.info/gems/cliver/0.3.2,rubydoc.info,True,https://www.github.com/yaauie/cliver,,,,,https://github.com/yaauie/cliver
aws-sdk-storagegateway,1.129.0,88812112,89.9,107,119,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-storagegateway/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-storagegateway,,https://github.com/aws/aws-sdk-ruby
aws-sdk-customerprofiles,1.93.0,41359314,89.9,124,138,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-customerprofiles/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-customerprofiles,,https://github.com/aws/aws-sdk-ruby
dry-schema,1.16.0,120256851,89.9,402,447,True,README.md,530,True,True,0,2,,,False,https://dry-rb.org/gems/dry-schema,https://github.com/dry-rb/dry-schema/blob/main/CHANGELOG.md,,https://github.com/dry-rb/dry-schema,https://github.com/dry-rb/dry-schema/issues,https://github.com/dry-rb/dry-schema
rack-unreloader,2.1.0,532770,89.8,44,49,True,README.rdoc,12472,True,False,0,1,,,False,http://github.com/jeremyevans/rack-unreloader,https://github.com/jeremyevans/rack-unreloader/blob/master/CHANGELOG,,https://github.com/jeremyevans/rack-unreloader,https://github.com/jeremyevans/rack-unreloader/issues,https://github.com/jeremyevans/rack-unreloader
algolia,3.43.0,7108935,89.7,9009,10038,True,README.md,2966,True,True,0,3,,,False,https://github.com/algolia/algoliasearch-client-ruby,,,,https://github.com/algolia/algoliasearch-client-ruby/issues,https://github.com/algolia/algoliasearch-client-ruby
nio4r,2.7.5,680201465,89.7,35,39,True,readme.md,3391,False,True,0,3,https://www.rubydoc.info/gems/nio4r,rubydoc.info,True,https://github.com/socketry/nio4r,https://github.com/socketry/nio4r/blob/main/releases.md,https://github.com/socketry/nio4r/wiki,https://github.com/socketry/nio4r.git,https://github.com/socketry/nio4r/issues,https://github.com/socketry/nio4r
hanami-utils,3.0.1,22864715,89.6,103,115,True,README.md,3817,True,True,0,2,,,False,https://hanamirb.org,https://github.com/hanami/hanami-utils/blob/main/CHANGELOG.md,,https://github.com/hanami/hanami-utils,https://github.com/hanami/hanami-utils/issues,https://github.com/hanami/hanami-utils
caxlsx,4.5.0,51830860,89.6,1040,1161,True,README.md,8719,True,True,0,2,,,False,https://github.com/caxlsx/caxlsx,https://github.com/caxlsx/caxlsx/blob/master/CHANGELOG.md,,,https://github.com/caxlsx/caxlsx/issues,https://github.com/caxlsx/caxlsx
aws-sdk-backup,1.117.0,69289020,89.5,162,181,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-backup/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-backup,,https://github.com/aws/aws-sdk-ruby
aws-sdk-pinpoint,1.125.0,94221978,89.4,143,160,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-pinpoint/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-pinpoint,,https://github.com/aws/aws-sdk-ruby
seed_dump,3.4.2,9774888,89.4,42,47,True,README.md,8147,False,False,0,1,https://www.rubydoc.info/gems/seed_dump/3.4.2,rubydoc.info,True,https://github.com/rroblak/seed_dump,,,,,https://github.com/rroblak/seed_dump
sys-cpu,1.3.0,17806299,89.4,42,47,True,README.md,2902,True,True,4,7,https://github.com/djberg96/sys-cpu/wiki,github.com,False,https://github.com/djberg96/sys-cpu,https://github.com/djberg96/sys-cpu/blob/main/CHANGES.md,,,https://github.com/djberg96/sys-cpu/issues,https://github.com/djberg96/sys-cpu
aws-sdk-guardduty,1.160.0,89085417,89.3,117,131,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-guardduty/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-guardduty,,https://github.com/aws/aws-sdk-ruby
aws-sdk-opsworks,1.79.0,88242995,89.2,174,195,False,,0,True,True,0,2,,,False,https://github.com/aws/aws-sdk-ruby,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-opsworks/CHANGELOG.md,,https://github.com/aws/aws-sdk-ruby/tree/version-3/gems/aws-sdk-opsworks,,https://github.com/aws/aws-sdk-ruby
