package,version,documentation,doc_coverage_pct,obtainable_by_download,download_url,size_kb
rack-unreloader,2.1.0,in the package,89.8,Yes,https://rubygems.org/downloads/rack-unreloader-2.1.0.gem,17.0
rack-utf8_sanitizer,1.11.1,in the package,21.7,Yes,https://rubygems.org/downloads/rack-utf8_sanitizer-1.11.1.gem,14.5
rack3-brotli,1.0.1,in the package,42.9,Yes,https://rubygems.org/downloads/rack3-brotli-1.0.1.gem,6.0
rack_session_access,0.2.0,in the package,52.6,Yes,https://rubygems.org/downloads/rack_session_access-0.2.0.gem,11.0
rackup,2.3.1,in the package,17.7,Yes,https://rubygems.org/downloads/rackup-2.3.1.gem,17.5
ractor-dispatch,0.3.0,in the package,0.0,Yes,https://rubygems.org/downloads/ractor-dispatch-0.3.0.gem,8.0
rails,8.1.3,in the package,,Yes,https://rubygems.org/downloads/rails-8.1.3.gem,7.0
rails-controller-testing,1.0.5,in the package,14.3,Yes,https://rubygems.org/downloads/rails-controller-testing-1.0.5.gem,39.0
rails-deprecated_sanitizer,1.0.4,in the package,58.0,Yes,https://rubygems.org/downloads/rails-deprecated_sanitizer-1.0.4.gem,25.5
rails-dom-testing,2.3.0,in the package,15.8,Yes,https://rubygems.org/downloads/rails-dom-testing-2.3.0.gem,17.5
rails-erd,2.2.0,in the package,34.5,Yes,https://rubygems.org/downloads/rails-erd-2.2.0.gem,60.5
rails-html-sanitizer,1.7.1,in the package,2.1,Yes,https://rubygems.org/downloads/rails-html-sanitizer-1.7.1.gem,15.0
rails-i18n,8.1.0,in the package,2.2,Yes,https://rubygems.org/downloads/rails-i18n-8.1.0.gem,120.5
rails-observers,0.1.5,in the package,38.5,Yes,https://rubygems.org/downloads/rails-observers-0.1.5.gem,14.0
rails-settings-cached,2.9.6,in the package,3.1,Yes,https://rubygems.org/downloads/rails-settings-cached-2.9.6.gem,13.5
rails-timeago,2.20.0,in the package,42.9,Yes,https://rubygems.org/downloads/rails-timeago-2.20.0.gem,23.5
rails_12factor,0.0.3,in the package,,Yes,https://rubygems.org/downloads/rails_12factor-0.0.3.gem,8.0
rails_admin,3.3.0,in the package,14.4,Yes,https://rubygems.org/downloads/rails_admin-3.3.0.gem,719.0
rails_autolink,1.1.8,in the package,50.0,Yes,https://rubygems.org/downloads/rails_autolink-1.1.8.gem,8.5
rails_best_practices,1.23.4,in the package,49.3,Yes,https://rubygems.org/downloads/rails_best_practices-1.23.4.gem,80.5
rails_failover,2.3.0,in the package,2.2,Yes,https://rubygems.org/downloads/rails_failover-2.3.0.gem,18.5
rails_icons,1.9.0,in the package,7.4,Yes,https://rubygems.org/downloads/rails_icons-1.9.0.gem,87.5
rails_multisite,9.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/rails_multisite-9.0.0.gem,10.0
rails_semantic_logger,5.2.0,in the package,22.4,Yes,https://rubygems.org/downloads/rails_semantic_logger-5.2.0.gem,35.0
rails_serve_static_assets,0.0.5,in the package,,Yes,https://rubygems.org/downloads/rails_serve_static_assets-0.0.5.gem,1255.5
rails_stdout_logging,0.0.5,in the package,0.0,Yes,https://rubygems.org/downloads/rails_stdout_logging-0.0.5.gem,77.0
railties,8.1.3,in the package,14.9,Yes,https://rubygems.org/downloads/railties-8.1.3.gem,198.0
rainbow,3.1.1,in the package,14.1,Yes,https://rubygems.org/downloads/rainbow-3.1.1.gem,13.5
raindrops,0.20.1,in the package,17.5,Yes,https://rubygems.org/downloads/raindrops-0.20.1.gem,62.0
rake,13.4.2,in the package,59.0,Yes,https://rubygems.org/downloads/rake-13.4.2.gem,84.5
rake-compiler,1.3.1,in the package,8.5,Yes,https://rubygems.org/downloads/rake-compiler-1.3.1.gem,35.0
rake-compiler-dock,1.12.0,in the package,15.9,Yes,https://rubygems.org/downloads/rake-compiler-dock-1.12.0.gem,53.0
ransack,4.4.1,in the package,8.0,Yes,https://rubygems.org/downloads/ransack-4.4.1.gem,75.5
rasn1,0.17.0,in the package,96.5,Yes,https://rubygems.org/downloads/rasn1-0.17.0.gem,33.0
ratatui_ruby,1.5.0,in the package,82.3,Yes,https://rubygems.org/downloads/ratatui_ruby-1.5.0.gem,229.5
ratelimit,1.1.0,in the package,81.8,Yes,https://rubygems.org/downloads/ratelimit-1.1.0.gem,12.0
rb-fsevent,0.11.2,in the package,7.1,Yes,https://rubygems.org/downloads/rb-fsevent-0.11.2.gem,65.0
rb-inotify,0.11.1,in the package,95.7,Yes,https://rubygems.org/downloads/rb-inotify-0.11.1.gem,15.5
rb-kqueue,0.2.8,in the package,92.3,Yes,https://rubygems.org/downloads/rb-kqueue-0.2.8.gem,19.0
rb-readline,0.5.5,in the package,43.4,Yes,https://rubygems.org/downloads/rb-readline-0.5.5.gem,94.5
rb_sys,0.9.130,in the package,25.4,Yes,https://rubygems.org/downloads/rb_sys-0.9.130.gem,32.0
rbi,0.4.3,in the package,86.2,Yes,https://rubygems.org/downloads/rbi-0.4.3.gem,54.0
rbnacl,7.1.2,in the package,76.4,Yes,https://rubygems.org/downloads/rbnacl-7.1.2.gem,42.0
rbpdf,1.21.4,in the package,86.0,Yes,https://rubygems.org/downloads/rbpdf-1.21.4.gem,222.0
rbs,4.2.0,in the package,2.3,Yes,https://rubygems.org/downloads/rbs-4.2.0.gem,1264.0
rbtrace,0.5.5,in the package,37.0,Yes,https://rubygems.org/downloads/rbtrace-0.5.5.gem,510.5
rbtree,0.4.7,in the package,0.0,Yes,https://rubygems.org/downloads/rbtree-0.4.7.gem,29.5
rbtree3,1.1.0,in the package,0.0,Yes,https://rubygems.org/downloads/rbtree3-1.1.0.gem,34.0
rbvmomi,3.0.0,in the package,29.8,Yes,https://rubygems.org/downloads/rbvmomi-3.0.0.gem,261.0
rchardet,1.10.2,in the package,1.7,Yes,https://rubygems.org/downloads/rchardet-1.10.2.gem,161.0
rdf,3.3.4,in the package,95.3,Yes,https://rubygems.org/downloads/rdf-3.3.4.gem,156.5
rdf-normalize,0.7.0,in the package,66.7,Yes,https://rubygems.org/downloads/rdf-normalize-0.7.0.gem,15.0
rdiscount,2.2.7,in the package,50.0,Yes,https://rubygems.org/downloads/rdiscount-2.2.7.gem,72.0
rdkafka,0.29.1,in the package,88.7,Yes,https://rubygems.org/downloads/rdkafka-0.29.1.gem,4861.0
rdoc,8.0.0,in the package,17.0,Yes,https://rubygems.org/downloads/rdoc-8.0.0.gem,717.5
re2,2.27.0,in the package,27.3,Yes,https://rubygems.org/downloads/re2-2.27.0.gem,2687.5
react-rails,3.3.1,in the package,27.4,Yes,https://rubygems.org/downloads/react-rails-3.3.1.gem,659.5
readline,0.0.4,in the package,,Yes,https://rubygems.org/downloads/readline-0.0.4.gem,6.5
recaptcha,5.21.2,in the package,11.3,Yes,https://rubygems.org/downloads/recaptcha-5.21.2.gem,23.5
recog,3.1.35,in the package,32.9,Yes,https://rubygems.org/downloads/recog-3.1.35.gem,387.0
recursive-open-struct,2.1.1,in the package,20.0,Yes,https://rubygems.org/downloads/recursive-open-struct-2.1.1.gem,13.5
redcarpet,3.6.1,in the package,12.5,Yes,https://rubygems.org/downloads/redcarpet-3.6.1.gem,54.0
redis,6.0.0,in the package,78.0,Yes,https://rubygems.org/downloads/redis-6.0.0.gem,103.0
redis-actionpack,5.5.0,in the package,0.0,Yes,https://rubygems.org/downloads/redis-actionpack-5.5.0.gem,14.5
redis-activesupport,5.3.0,in the package,40.9,Yes,https://rubygems.org/downloads/redis-activesupport-5.3.0.gem,14.0
redis-client,0.30.1,in the package,1.7,Yes,https://rubygems.org/downloads/redis-client-0.30.1.gem,30.0
redis-cluster-client,0.17.1,in the package,4.8,Yes,https://rubygems.org/downloads/redis-cluster-client-0.17.1.gem,30.5
redis-clustering,6.0.0,in the package,9.3,Yes,https://rubygems.org/downloads/redis-clustering-6.0.0.gem,11.5
redis-namespace,1.11.0,in the package,12.9,Yes,https://rubygems.org/downloads/redis-namespace-1.11.0.gem,19.0
redis-prescription,2.6.0,in the package,17.6,Yes,https://rubygems.org/downloads/redis-prescription-2.6.0.gem,8.5
redis-rack,3.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/redis-rack-3.0.0.gem,14.0
redis-rails,5.0.2,in the package,,Yes,https://rubygems.org/downloads/redis-rails-5.0.2.gem,7.5
redis-scripting,1.0.1,in the package,0.0,Yes,https://rubygems.org/downloads/redis-scripting-1.0.1.gem,7.5
redis-store,1.12.0,in the package,0.0,Yes,https://rubygems.org/downloads/redis-store-1.12.0.gem,17.0
redlock,2.1.0,in the package,33.3,Yes,https://rubygems.org/downloads/redlock-2.1.0.gem,19.5
redmine_crm,0.0.63,in the package,23.1,Yes,https://rubygems.org/downloads/redmine_crm-0.0.63.gem,171.5
reek,6.5.0,in the package,31.7,Yes,https://rubygems.org/downloads/reek-6.5.0.gem,159.0
ref,2.0.0,in the package,68.8,Yes,https://rubygems.org/downloads/ref-2.0.0.gem,16.0
refrigerator,1.9.0,in the package,100.0,Yes,https://rubygems.org/downloads/refrigerator-1.9.0.gem,13.0
regexp_parser,2.12.0,in the package,6.9,Yes,https://rubygems.org/downloads/regexp_parser-2.12.0.gem,59.0
regexp_property_values,1.5.2,in the package,0.0,Yes,https://rubygems.org/downloads/regexp_property_values-1.5.2.gem,16.5
reline,0.7.0,in the package,2.0,Yes,https://rubygems.org/downloads/reline-0.7.0.gem,51.5
remote_syslog_logger,1.0.4,in the package,0.0,Yes,https://rubygems.org/downloads/remote_syslog_logger-1.0.4.gem,10.5
remotipart,1.4.4,in the package,0.0,Yes,https://rubygems.org/downloads/remotipart-1.4.4.gem,39.5
repl_type_completor,0.1.16,in the package,0.8,Yes,https://rubygems.org/downloads/repl_type_completor-0.1.16.gem,26.0
representable,3.2.0,in the package,11.9,Yes,https://rubygems.org/downloads/representable-3.2.0.gem,76.0
request_store,1.7.0,in the package,0.0,Yes,https://rubygems.org/downloads/request_store-1.7.0.gem,9.5
requestjs-rails,0.0.14,in the package,,Yes,https://rubygems.org/downloads/requestjs-rails-0.0.14.gem,9.0
require-hooks,0.5.1,in the package,8.8,Yes,https://rubygems.org/downloads/require-hooks-0.5.1.gem,14.0
require_all,3.0.0,in the package,62.5,Yes,https://rubygems.org/downloads/require_all-3.0.0.gem,13.5
resend,1.14.0,in the package,64.0,Yes,https://rubygems.org/downloads/resend-1.14.0.gem,28.5
resolv,0.7.2,in the package,2.2,Yes,https://rubygems.org/downloads/resolv-0.7.2.gem,29.5
resolv-replace,0.2.0,in the package,100.0,Yes,https://rubygems.org/downloads/resolv-replace-0.2.0.gem,8.0
responders,3.2.1,in the package,36.0,Yes,https://rubygems.org/downloads/responders-3.2.1.gem,20.5
resque,3.0.2,in the package,47.0,Yes,https://rubygems.org/downloads/resque-3.0.2.gem,101.0
resque-scheduler,5.0.0,in the package,27.5,Yes,https://rubygems.org/downloads/resque-scheduler-5.0.0.gem,48.0
rest-client,2.1.0,in the package,35.4,Yes,https://rubygems.org/downloads/rest-client-2.1.0.gem,144.0
restforce,8.0.1,in the package,36.4,Yes,https://rubygems.org/downloads/restforce-8.0.1.gem,126.0
retriable,5.0.1,in the package,19.7,Yes,https://rubygems.org/downloads/retriable-5.0.1.gem,49.5
retries,0.0.5,in the package,0.0,Yes,https://rubygems.org/downloads/retries-0.0.5.gem,9.5
retryable,3.0.5,in the package,66.7,Yes,https://rubygems.org/downloads/retryable-3.0.5.gem,13.5
reverse_markdown,3.0.2,in the package,3.9,Yes,https://rubygems.org/downloads/reverse_markdown-3.0.2.gem,25.0
rex-arch,0.1.20,in the package,96.8,Yes,https://rubygems.org/downloads/rex-arch-0.1.20.gem,16.5
rex-bin_tools,0.1.17,in the package,14.5,Yes,https://rubygems.org/downloads/rex-bin_tools-0.1.17.gem,74.5
rex-core,0.1.36,in the package,50.6,Yes,https://rubygems.org/downloads/rex-core-0.1.36.gem,27.0
rex-encoder,0.1.10,in the package,63.1,Yes,https://rubygems.org/downloads/rex-encoder-0.1.10.gem,34.5
rex-exploitation,0.1.44,not in the package,,No,,
rex-java,0.1.8,in the package,94.6,Yes,https://rubygems.org/downloads/rex-java-0.1.8.gem,21.0
rex-mime,0.1.12,in the package,12.0,Yes,https://rubygems.org/downloads/rex-mime-0.1.12.gem,10.5
rex-nop,0.1.4,in the package,50.0,Yes,https://rubygems.org/downloads/rex-nop-0.1.4.gem,25.5
rex-ole,0.1.9,in the package,13.7,Yes,https://rubygems.org/downloads/rex-ole-0.1.9.gem,24.0
rex-powershell,0.1.105,in the package,83.1,Yes,https://rubygems.org/downloads/rex-powershell-0.1.105.gem,26.0
rex-random_identifier,0.1.21,in the package,100.0,Yes,https://rubygems.org/downloads/rex-random_identifier-0.1.21.gem,16.0
rex-registry,0.1.6,in the package,0.0,Yes,https://rubygems.org/downloads/rex-registry-0.1.6.gem,14.5
rex-rop_builder,0.1.6,in the package,0.0,Yes,https://rubygems.org/downloads/rex-rop_builder-0.1.6.gem,15.5
rex-socket,0.1.71,in the package,76.3,Yes,https://rubygems.org/downloads/rex-socket-0.1.71.gem,41.0
rex-sslscan,0.1.13,in the package,30.3,Yes,https://rubygems.org/downloads/rex-sslscan-0.1.13.gem,12.0
rex-struct2,0.1.5,in the package,22.7,Yes,https://rubygems.org/downloads/rex-struct2-0.1.5.gem,16.0
rex-text,0.2.64,in the package,77.8,Yes,https://rubygems.org/downloads/rex-text-0.2.64.gem,43.0
rex-zip,0.1.6,in the package,35.9,Yes,https://rubygems.org/downloads/rex-zip-0.1.6.gem,20.5
rexml,3.4.4,in the package,42.7,Yes,https://rubygems.org/downloads/rexml-3.4.4.gem,103.5
rgeo,3.1.0,in the package,9.0,Yes,https://rubygems.org/downloads/rgeo-3.1.0.gem,118.0
rgeo-activerecord,8.1.0,in the package,5.6,Yes,https://rubygems.org/downloads/rgeo-activerecord-8.1.0.gem,14.0
rgeo-geojson,2.2.0,in the package,47.4,Yes,https://rubygems.org/downloads/rgeo-geojson-2.2.0.gem,12.0
rice,4.12.0,in the package,1.0,Yes,https://rubygems.org/downloads/rice-4.12.0.gem,306.0
rinda,0.2.0,in the package,2.1,Yes,https://rubygems.org/downloads/rinda-0.2.0.gem,16.0
rinku,2.0.6,in the package,0.0,Yes,https://rubygems.org/downloads/rinku-2.0.6.gem,21.5
ritex,1.0.1,in the package,31.2,Yes,https://rubygems.org/downloads/ritex-1.0.1.gem,26.5
rkelly-remix,0.0.7,in the package,4.9,Yes,https://rubygems.org/downloads/rkelly-remix-0.0.7.gem,68.0
rly,0.2.3,in the package,12.8,Yes,https://rubygems.org/downloads/rly-0.2.3.gem,23.5
rmagick,7.1.4,in the package,45.8,Yes,https://rubygems.org/downloads/rmagick-7.1.4.gem,261.0
roadie,5.3.1,in the package,26.0,Yes,https://rubygems.org/downloads/roadie-5.3.1.gem,54.0
roadie-rails,3.4.0,in the package,10.3,Yes,https://rubygems.org/downloads/roadie-rails-3.4.0.gem,17.5
roar,1.2.0,in the package,15.2,Yes,https://rubygems.org/downloads/roar-1.2.0.gem,37.0
roda,3.107.0,in the package,62.2,Yes,https://rubygems.org/downloads/roda-3.107.0.gem,198.0
rodauth-omniauth,0.6.2,in the package,10.0,Yes,https://rubygems.org/downloads/rodauth-omniauth-0.6.2.gem,14.0
rodish,2.0.1,in the package,72.9,Yes,https://rubygems.org/downloads/rodish-2.0.1.gem,16.0
rolify,6.0.1,in the package,0.0,Yes,https://rubygems.org/downloads/rolify-6.0.1.gem,39.5
rollbar,3.8.0,in the package,6.4,Yes,https://rubygems.org/downloads/rollbar-3.8.0.gem,80.5
ronn,0.7.3,in the package,39.3,Yes,https://rubygems.org/downloads/ronn-0.7.3.gem,60.0
ronn-ng,0.10.1,in the package,39.5,Yes,https://rubygems.org/downloads/ronn-ng-0.10.1.gem,42.5
roo,3.0.0,in the package,32.1,Yes,https://rubygems.org/downloads/roo-3.0.0.gem,91.5
roo-xls,2.0.0,in the package,62.2,Yes,https://rubygems.org/downloads/roo-xls-2.0.0.gem,1037.5
rotp,6.3.0,in the package,32.7,Yes,https://rubygems.org/downloads/rotp-6.3.0.gem,21.0
rouge,5.1.0,in the package,12.2,Yes,https://rubygems.org/downloads/rouge-5.1.0.gem,531.0
rpam2,4.0.2,in the package,0.0,Yes,https://rubygems.org/downloads/rpam2-4.0.2.gem,9.0
rpush,9.2.0,in the package,0.3,Yes,https://rubygems.org/downloads/rpush-9.2.0.gem,103.0
rpush-redis,1.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/rpush-redis-1.2.0.gem,6.5
rqrcode,3.2.0,in the package,12.5,Yes,https://rubygems.org/downloads/rqrcode-3.2.0.gem,15.0
rqrcode-rails3,0.1.7,in the package,0.0,Yes,https://rubygems.org/downloads/rqrcode-rails3-0.1.7.gem,7.0
rqrcode_core,2.1.0,in the package,4.1,Yes,https://rubygems.org/downloads/rqrcode_core-2.1.0.gem,18.5
rr,3.1.2,in the package,11.2,Yes,https://rubygems.org/downloads/rr-3.1.2.gem,89.5
rrule,0.8.0,in the package,1.0,Yes,https://rubygems.org/downloads/rrule-0.8.0.gem,19.5
rspec,3.13.2,in the package,,Yes,https://rubygems.org/downloads/rspec-3.13.2.gem,10.5
rspec-activemodel-mocks,1.3.0,in the package,39.3,Yes,https://rubygems.org/downloads/rspec-activemodel-mocks-1.3.0.gem,20.5
rspec-benchmark,0.6.0,in the package,56.0,Yes,https://rubygems.org/downloads/rspec-benchmark-0.6.0.gem,15.5
rspec-collection_matchers,1.2.1,in the package,16.1,Yes,https://rubygems.org/downloads/rspec-collection_matchers-1.2.1.gem,17.5
rspec-core,3.13.6,in the package,37.2,Yes,https://rubygems.org/downloads/rspec-core-3.13.6.gem,164.0
rspec-expectations,3.13.5,in the package,42.8,Yes,https://rubygems.org/downloads/rspec-expectations-3.13.5.gem,87.5
rspec-github,3.0.0,not in the package,0.0,No,,
rspec-html-matchers,0.10.0,in the package,9.1,Yes,https://rubygems.org/downloads/rspec-html-matchers-0.10.0.gem,20.0
rspec-instafail,1.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/rspec-instafail-1.0.0.gem,6.0
rspec-its,2.0.0,in the package,0.0,Yes,https://rubygems.org/downloads/rspec-its-2.0.0.gem,15.0
rspec-json_expectations,2.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/rspec-json_expectations-2.2.0.gem,14.5
rspec-mocks,3.13.8,in the package,32.8,Yes,https://rubygems.org/downloads/rspec-mocks-3.13.8.gem,81.0
rspec-multi-mock,0.3.1,in the package,0.0,Yes,https://rubygems.org/downloads/rspec-multi-mock-0.3.1.gem,8.5
rspec-openapi,0.33.1,in the package,23.8,Yes,https://rubygems.org/downloads/rspec-openapi-0.33.1.gem,39.5
rspec-parameterized,2.0.1,in the package,,Yes,https://rubygems.org/downloads/rspec-parameterized-2.0.1.gem,12.5
rspec-parameterized-core,2.0.2,in the package,26.1,Yes,https://rubygems.org/downloads/rspec-parameterized-core-2.0.2.gem,10.5
rspec-parameterized-table_syntax,2.1.1,in the package,0.0,Yes,https://rubygems.org/downloads/rspec-parameterized-table_syntax-2.1.1.gem,8.0
rspec-rails,8.0.4,in the package,29.5,Yes,https://rubygems.org/downloads/rspec-rails-8.0.4.gem,73.0
rspec-rerun,1.1.0,in the package,0.0,Yes,https://rubygems.org/downloads/rspec-rerun-1.1.0.gem,7.0
rspec-retry,0.6.2,in the package,3.2,Yes,https://rubygems.org/downloads/rspec-retry-0.6.2.gem,14.0
rspec-sidekiq,5.3.0,in the package,0.9,Yes,https://rubygems.org/downloads/rspec-sidekiq-5.3.0.gem,21.5
rspec-sorbet,1.9.2,in the package,0.0,Yes,https://rubygems.org/downloads/rspec-sorbet-1.9.2.gem,11.0
rspec-support,3.13.7,in the package,11.8,Yes,https://rubygems.org/downloads/rspec-support-3.13.7.gem,40.0
rspec-wait,1.0.2,in the package,30.0,Yes,https://rubygems.org/downloads/rspec-wait-1.0.2.gem,10.5
rspec_around_all,0.2.0,in the package,0.0,Yes,https://rubygems.org/downloads/rspec_around_all-0.2.0.gem,6.0
rspec_junit_formatter,0.6.0,in the package,2.0,Yes,https://rubygems.org/downloads/rspec_junit_formatter-0.6.0.gem,14.0
rspec_profiling,0.0.9,in the package,0.0,Yes,https://rubygems.org/downloads/rspec_profiling-0.0.9.gem,19.5
rss,0.3.3,in the package,6.4,Yes,https://rubygems.org/downloads/rss-0.3.3.gem,52.0
rswag-api,2.17.0,not in the package,0.0,No,,
rswag-specs,2.17.0,in the package,3.8,Yes,https://rubygems.org/downloads/rswag-specs-2.17.0.gem,16.0
rswag-ui,2.17.0,in the package,4.8,Yes,https://rubygems.org/downloads/rswag-ui-2.17.0.gem,2849.5
rtlcss,0.2.1,in the package,0.0,Yes,https://rubygems.org/downloads/rtlcss-0.2.1.gem,30.0
rubinius-coverage,2.1,in the package,0.0,Yes,https://rubygems.org/downloads/rubinius-coverage-2.1.gem,8.5
rubinius-developer_tools,2.0.0,not in the package,,No,,
rubocop,1.90.0,in the package,11.3,Yes,https://rubygems.org/downloads/rubocop-1.90.0.gem,815.0
rubocop-ast,1.50.0,in the package,46.8,Yes,https://rubygems.org/downloads/rubocop-ast-1.50.0.gem,61.5
rubocop-capybara,3.0.0,in the package,18.5,Yes,https://rubygems.org/downloads/rubocop-capybara-3.0.0.gem,21.5
rubocop-discourse,3.20.0,in the package,0.0,Yes,https://rubygems.org/downloads/rubocop-discourse-3.20.0.gem,16.5
rubocop-discourse-base,1.0.0,in the package,,Yes,https://rubygems.org/downloads/rubocop-discourse-base-1.0.0.gem,8.0
rubocop-erb,0.7.1,in the package,57.6,Yes,https://rubygems.org/downloads/rubocop-erb-0.7.1.gem,12.5
rubocop-factory_bot,2.28.0,in the package,3.1,Yes,https://rubygems.org/downloads/rubocop-factory_bot-2.28.0.gem,19.0
rubocop-gitlab-security,0.1.1,in the package,7.3,Yes,https://rubygems.org/downloads/rubocop-gitlab-security-0.1.1.gem,14.5
rubocop-graphql,1.8.0,in the package,9.7,Yes,https://rubygems.org/downloads/rubocop-graphql-1.8.0.gem,32.0
rubocop-i18n,3.3.0,in the package,4.3,Yes,https://rubygems.org/downloads/rubocop-i18n-3.3.0.gem,19.5
rubocop-inst,1.2.3,not in the package,,No,,
rubocop-md,2.0.4,in the package,33.3,Yes,https://rubygems.org/downloads/rubocop-md-2.0.4.gem,10.5
rubocop-minitest,0.40.0,in the package,5.1,Yes,https://rubygems.org/downloads/rubocop-minitest-0.40.0.gem,33.0
rubocop-openproject,0.7.1,in the package,6.7,Yes,https://rubygems.org/downloads/rubocop-openproject-0.7.1.gem,14.0
rubocop-packaging,0.6.0,in the package,84.6,Yes,https://rubygems.org/downloads/rubocop-packaging-0.6.0.gem,9.5
rubocop-performance,1.27.0,in the package,4.0,Yes,https://rubygems.org/downloads/rubocop-performance-1.27.0.gem,45.0
rubocop-rails,2.37.0,in the package,5.7,Yes,https://rubygems.org/downloads/rubocop-rails-2.37.0.gem,121.0
rubocop-rails-omakase,1.1.0,not in the package,,No,,
rubocop-rake,0.7.1,in the package,0.0,Yes,https://rubygems.org/downloads/rubocop-rake-0.7.1.gem,12.0
rubocop-require_tools,0.2.0,in the package,15.0,Yes,https://rubygems.org/downloads/rubocop-require_tools-0.2.0.gem,15.0
rubocop-rspec,3.10.2,in the package,3.8,Yes,https://rubygems.org/downloads/rubocop-rspec-3.10.2.gem,95.0
rubocop-rspec_rails,2.32.0,in the package,10.7,Yes,https://rubygems.org/downloads/rubocop-rspec_rails-2.32.0.gem,16.0
rubocop-sequel,0.4.1,in the package,0.0,Yes,https://rubygems.org/downloads/rubocop-sequel-0.4.1.gem,12.5
rubocop-shopify,3.0.2,in the package,22.2,Yes,https://rubygems.org/downloads/rubocop-shopify-3.0.2.gem,22.0
rubocop-sorbet,0.16.0,in the package,16.5,Yes,https://rubygems.org/downloads/rubocop-sorbet-0.16.0.gem,73.0
rubocop-thread_safety,0.7.3,in the package,0.0,Yes,https://rubygems.org/downloads/rubocop-thread_safety-0.7.3.gem,13.0
ruby-dbus,0.25.0,in the package,62.5,Yes,https://rubygems.org/downloads/ruby-dbus-0.25.0.gem,114.0
ruby-debug-ide,0.7.5,in the package,2.5,Yes,https://rubygems.org/downloads/ruby-debug-ide-0.7.5.gem,45.0
ruby-duration,3.2.3,in the package,47.6,Yes,https://rubygems.org/downloads/ruby-duration-3.2.3.gem,12.0
ruby-enum,1.2.1,in the package,51.3,Yes,https://rubygems.org/downloads/ruby-enum-1.2.1.gem,1093.5
ruby-fogbugz,0.3.0,in the package,0.0,Yes,https://rubygems.org/downloads/ruby-fogbugz-0.3.0.gem,9.5
ruby-graphviz,1.2.5,in the package,23.3,Yes,https://rubygems.org/downloads/ruby-graphviz-1.2.5.gem,118.5
ruby-hmac,0.4.0,in the package,6.7,Yes,https://rubygems.org/downloads/ruby-hmac-0.4.0.gem,7.0
ruby-kafka,1.5.0,in the package,17.9,Yes,https://rubygems.org/downloads/ruby-kafka-1.5.0.gem,112.5
ruby-limiter,2.3.0,in the package,0.0,Yes,https://rubygems.org/downloads/ruby-limiter-2.3.0.gem,10.5
ruby-ll,2.2.0,in the package,69.1,Yes,https://rubygems.org/downloads/ruby-ll-2.2.0.gem,42.0
ruby-lsp,0.26.11,in the package,93.7,Yes,https://rubygems.org/downloads/ruby-lsp-0.26.11.gem,148.0
ruby-lsp-rails,0.4.8,in the package,93.7,Yes,https://rubygems.org/downloads/ruby-lsp-rails-0.4.8.gem,24.0
ruby-lsp-rspec,0.1.29,in the package,75.0,Yes,https://rubygems.org/downloads/ruby-lsp-rspec-0.1.29.gem,14.0
ruby-macho,7.0.0,in the package,85.3,Yes,https://rubygems.org/downloads/ruby-macho-7.0.0.gem,44.5
ruby-magic,0.6.0,in the package,51.4,Yes,https://rubygems.org/downloads/ruby-magic-0.6.0.gem,1196.0
ruby-mysql,4.2.1,in the package,67.2,Yes,https://rubygems.org/downloads/ruby-mysql-4.2.1.gem,42.0
ruby-next-core,1.2.1,in the package,6.3,Yes,https://rubygems.org/downloads/ruby-next-core-1.2.1.gem,95.5
ruby-oembed,0.18.1,in the package,62.9,Yes,https://rubygems.org/downloads/ruby-oembed-0.18.1.gem,42.5
ruby-ole,1.2.13.1,in the package,20.2,Yes,https://rubygems.org/downloads/ruby-ole-1.2.13.1.gem,55.5
ruby-openai,8.3.0,in the package,2.5,Yes,https://rubygems.org/downloads/ruby-openai-8.3.0.gem,41.5
ruby-openid,2.9.2,in the package,39.6,Yes,https://rubygems.org/downloads/ruby-openid-2.9.2.gem,324.0
ruby-prof,2.0.5,in the package,27.1,Yes,https://rubygems.org/downloads/ruby-prof-2.0.5.gem,75.5
ruby-progressbar,1.13.0,in the package,1.2,Yes,https://rubygems.org/downloads/ruby-progressbar-1.13.0.gem,19.0
ruby-rc4,0.1.5,in the package,0.0,Yes,https://rubygems.org/downloads/ruby-rc4-0.1.5.gem,7.0
ruby-readability,0.7.3,in the package,4.0,Yes,https://rubygems.org/downloads/ruby-readability-0.7.3.gem,578.0
ruby-saml,1.18.1,in the package,74.4,Yes,https://rubygems.org/downloads/ruby-saml-1.18.1.gem,77.5
ruby-statistics,4.1.1,in the package,12.3,Yes,https://rubygems.org/downloads/ruby-statistics-4.1.1.gem,26.0
ruby-vips,2.3.0,in the package,71.5,Yes,https://rubygems.org/downloads/ruby-vips-2.3.0.gem,72.5
ruby2_keywords,0.0.5,in the package,20.0,Yes,https://rubygems.org/downloads/ruby2_keywords-0.0.5.gem,10.5
ruby2ruby,2.6.1,in the package,0.9,Yes,https://rubygems.org/downloads/ruby2ruby-2.6.1.gem,29.0
rubyXL,3.4.38,in the package,12.9,Yes,https://rubygems.org/downloads/rubyXL-3.4.38.gem,2565.5
ruby_dep,1.5.0,in the package,0.0,Yes,https://rubygems.org/downloads/ruby_dep-1.5.0.gem,11.5
