gem,versions_counted,first_version,last_version,functions_first,functions_last,functions_ruby_last,functions_native_last,functions_public_last,functions_private_last,functions_protected_last,functions_added_total,functions_removed_total,max_abs_drift,rb_files_last,native_files_last,native_languages,lines_code_last,gem_bytes_last,parse_errors_last,net_change
rufus-scheduler,1,3.9.2,3.9.2,199.0,199.0,204.0,0.0,169.0,0.0,30.0,199.0,0.0,0.0,8.0,0.0,,1045.0,40960.0,0.0,0.0
rugged,1,1.9.6,1.9.6,481.0,481.0,130.0,355.0,480.0,1.0,0.0,481.0,0.0,0.0,23.0,33.0,c,701.0,1986048.0,0.0,0.0
rush,1,0.6.8,0.6.8,304.0,304.0,304.0,0.0,303.0,1.0,0.0,304.0,0.0,0.0,23.0,0.0,,1546.0,36352.0,0.0,0.0
rvm,1,1.11.3.8,1.11.3.8,219.0,219.0,231.0,0.0,188.0,2.0,29.0,219.0,0.0,0.0,22.0,0.0,,1001.0,19968.0,0.0,0.0
s3_direct_upload,1,0.1.7,0.1.7,10.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,,127.0,14336.0,0.0,0.0
safe_shell,1,1.1.0,1.1.0,4.0,4.0,4.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,,37.0,8192.0,0.0,0.0
safe_type,1,1.1.1,1.1.1,65.0,65.0,65.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,14.0,0.0,,432.0,11264.0,0.0,0.0
safe_yaml,1,1.0.5,1.0.5,82.0,82.0,87.0,0.0,76.0,6.0,0.0,82.0,0.0,0.0,24.0,0.0,,832.0,30720.0,0.0,0.0
safely_block,1,1.0.0,1.0.0,15.0,15.0,15.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,,114.0,8192.0,0.0,0.0
safety_net_attestation,1,0.5.0,0.5.0,15.0,15.0,15.0,0.0,12.0,3.0,0.0,15.0,0.0,0.0,6.0,0.0,,136.0,17920.0,0.0,0.0
saharspec,1,0.0.10,0.0.10,59.0,59.0,59.0,0.0,56.0,3.0,0.0,59.0,0.0,0.0,16.0,0.0,,419.0,16896.0,0.0,0.0
saml2,1,3.3.1,3.3.1,403.0,403.0,403.0,0.0,376.0,16.0,11.0,403.0,0.0,0.0,39.0,0.0,,2543.0,56320.0,0.0,0.0
saml_idp,1,1.0.0,1.0.0,401.0,401.0,402.0,0.0,381.0,5.0,15.0,401.0,0.0,0.0,28.0,0.0,,1960.0,95744.0,0.0,0.0
samovar,1,2.5.1,2.5.1,151.0,151.0,151.0,0.0,148.0,1.0,2.0,151.0,0.0,0.0,24.0,0.0,,1150.0,29696.0,0.0,0.0
sanitize,1,7.0.0,7.0.0,41.0,41.0,41.0,0.0,31.0,4.0,6.0,41.0,0.0,0.0,13.0,0.0,,1484.0,48640.0,0.0,0.0
sass,1,3.7.4,3.7.4,1834.0,1834.0,1837.0,0.0,1199.0,439.0,196.0,1834.0,0.0,0.0,133.0,0.0,,13788.0,208896.0,0.0,0.0
sass-embedded,1,1.104.0,1.104.0,499.0,499.0,501.0,0.0,426.0,51.0,22.0,499.0,0.0,0.0,75.0,0.0,,5345.0,1047040.0,0.0,0.0
sass-globbing,1,1.1.5,1.1.5,14.0,14.0,14.0,0.0,12.0,0.0,2.0,14.0,0.0,0.0,5.0,0.0,,114.0,76800.0,0.0,0.0
sass-listen,1,4.0.0,4.0.0,228.0,228.0,228.0,0.0,137.0,85.0,6.0,228.0,0.0,0.0,31.0,0.0,,1685.0,27136.0,0.0,0.0
sass-rails,1,6.0.0,6.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,12.0,7168.0,0.0,0.0
sassc,1,2.4.0,2.4.0,216.0,216.0,216.0,0.0,185.0,30.0,1.0,216.0,0.0,0.0,37.0,153.0,c+cpp,1537.0,304640.0,0.0,0.0
sassc-embedded,1,1.80.9,1.80.9,51.0,51.0,51.0,0.0,34.0,17.0,0.0,51.0,0.0,0.0,3.0,0.0,,527.0,31232.0,0.0,0.0
sassc-rails,1,2.1.2,2.1.2,40.0,40.0,40.0,0.0,34.0,6.0,0.0,40.0,0.0,0.0,13.0,0.0,,383.0,33280.0,0.0,0.0
savon,1,2.17.4,2.17.4,303.0,303.0,307.0,0.0,209.0,94.0,0.0,303.0,0.0,0.0,26.0,0.0,,1836.0,48128.0,0.0,0.0
sawyer,1,0.9.3,0.9.3,104.0,104.0,106.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,8.0,0.0,,517.0,13312.0,0.0,0.0
sax-machine,1,1.3.2,1.3.2,126.0,126.0,127.0,0.0,115.0,10.0,1.0,126.0,0.0,0.0,14.0,0.0,,602.0,26112.0,0.0,0.0
scanf,1,1.0.0,1.0.0,37.0,37.0,37.0,0.0,26.0,11.0,0.0,37.0,0.0,0.0,1.0,0.0,,290.0,12288.0,0.0,0.0
scenic,1,1.9.0,1.9.0,175.0,175.0,175.0,0.0,97.0,78.0,0.0,175.0,0.0,0.0,27.0,0.0,,1110.0,44544.0,0.0,0.0
scientist,1,1.6.5,1.6.5,77.0,77.0,77.0,0.0,74.0,3.0,0.0,77.0,0.0,0.0,7.0,0.0,,368.0,26624.0,0.0,0.0
scimitar,1,2.15.0,2.15.0,309.0,309.0,313.0,0.0,244.0,52.0,13.0,309.0,0.0,0.0,63.0,0.0,,2618.0,130048.0,0.0,0.0
scout_apm,1,6.3.0,6.3.0,1687.0,1687.0,1704.0,3.0,1579.0,108.0,0.0,1687.0,0.0,0.0,177.0,2.0,c,10874.0,331264.0,0.0,0.0
scrolls,1,0.9.6,0.9.6,65.0,65.0,65.0,0.0,54.0,11.0,0.0,65.0,0.0,0.0,7.0,0.0,,503.0,15872.0,0.0,0.0
scrypt,1,3.1.0,3.1.0,33.0,33.0,33.0,0.0,21.0,12.0,0.0,33.0,0.0,0.0,7.0,24.0,c,235.0,40960.0,0.0,0.0
scss_lint,1,0.60.0,0.60.0,673.0,673.0,715.0,0.0,367.0,300.0,6.0,673.0,0.0,0.0,98.0,0.0,,4665.0,112640.0,0.0,0.0
sd_notify,1,0.1.1,0.1.1,10.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,,62.0,7168.0,0.0,0.0
sdoc,1,2.6.5,2.6.5,53.0,53.0,53.0,0.0,35.0,0.0,18.0,53.0,0.0,0.0,8.0,0.0,,518.0,293376.0,0.0,0.0
searchkick,1,6.1.2,6.1.2,436.0,436.0,436.0,0.0,351.0,70.0,15.0,436.0,0.0,0.0,27.0,0.0,,4109.0,63488.0,0.0,0.0
secure_headers,1,7.3.0,7.3.0,207.0,207.0,207.0,0.0,126.0,81.0,0.0,207.0,0.0,0.0,23.0,0.0,,1739.0,37888.0,0.0,0.0
securecompare,1,1.0.0,1.0.0,12.0,12.0,12.0,0.0,11.0,1.0,0.0,12.0,0.0,0.0,3.0,0.0,,59.0,6656.0,0.0,0.0
securerandom,1,0.4.1,0.4.1,6.0,6.0,8.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,,41.0,7168.0,0.0,0.0
security,1,0.2.0,0.2.0,31.0,31.0,31.0,0.0,25.0,6.0,0.0,31.0,0.0,0.0,5.0,0.0,,164.0,8192.0,0.0,0.0
seed-fu,1,2.3.9,2.3.9,32.0,32.0,32.0,0.0,15.0,17.0,0.0,32.0,0.0,0.0,10.0,0.0,,284.0,13824.0,0.0,0.0
seed_dump,1,3.4.2,3.4.2,47.0,47.0,47.0,0.0,6.0,41.0,0.0,47.0,0.0,0.0,5.0,0.0,,533.0,19968.0,0.0,0.0
seedbank,1,0.5.0,0.5.0,26.0,26.0,26.0,0.0,21.0,5.0,0.0,26.0,0.0,0.0,5.0,0.0,,135.0,18944.0,0.0,0.0
select2-rails,1,4.0.13,4.0.13,5.0,5.0,5.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,,55.0,96768.0,0.0,0.0
selectize-rails,1,0.12.6,0.12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,26.0,39936.0,0.0,0.0
selenium-devtools,1,0.152.0,0.152.0,2351.0,2351.0,2351.0,0.0,2349.0,2.0,0.0,2351.0,0.0,0.0,177.0,0.0,,13348.0,98816.0,0.0,0.0
selenium-webdriver,1,4.48.0,4.48.0,1852.0,1852.0,1872.0,0.0,1540.0,304.0,8.0,1852.0,0.0,0.0,198.0,0.0,,12622.0,8539136.0,0.0,0.0
selenium_statistics,1,0.3.0,0.3.0,16.0,16.0,16.0,0.0,15.0,1.0,0.0,16.0,0.0,0.0,4.0,0.0,,140.0,8704.0,0.0,0.0
selma,1,0.5.2,0.5.2,35.0,35.0,4.0,31.0,35.0,0.0,0.0,35.0,0.0,0.0,15.0,10.0,rust,317.0,36352.0,0.0,0.0
semantic,1,1.6.1,1.6.1,34.0,34.0,36.0,0.0,29.0,5.0,0.0,34.0,0.0,0.0,3.0,0.0,,161.0,10752.0,0.0,0.0
semantic_logger,1,5.1.0,5.1.0,826.0,826.0,833.0,0.0,719.0,105.0,2.0,826.0,0.0,0.0,71.0,0.0,,4482.0,139776.0,0.0,0.0
semantic_puppet,1,1.1.1,1.1.1,158.0,158.0,163.0,0.0,153.0,5.0,0.0,158.0,0.0,0.0,10.0,0.0,,937.0,32768.0,0.0,0.0
semantic_range,1,3.1.1,3.1.1,95.0,95.0,95.0,0.0,95.0,0.0,0.0,95.0,0.0,0.0,5.0,0.0,,740.0,11776.0,0.0,0.0
semaphore_cucumber_booster_config,1,1.4.2,1.4.2,15.0,15.0,15.0,0.0,6.0,9.0,0.0,15.0,0.0,0.0,5.0,0.0,,128.0,8704.0,0.0,0.0
semaphore_test_boosters,1,2.7.1,2.7.1,83.0,83.0,83.0,0.0,71.0,12.0,0.0,83.0,0.0,0.0,18.0,0.0,,520.0,13824.0,0.0,0.0
semian,1,0.28.4,0.28.4,419.0,419.0,409.0,13.0,339.0,80.0,0.0,419.0,0.0,0.0,31.0,9.0,c,2534.0,57856.0,0.0,0.0
semver_dialects,1,4.1.3,4.1.3,250.0,250.0,250.0,0.0,215.0,28.0,7.0,250.0,0.0,0.0,18.0,0.0,,1646.0,22016.0,0.0,0.0
semverse,1,3.0.2,3.0.2,43.0,43.0,43.0,0.0,42.0,1.0,0.0,43.0,0.0,0.0,5.0,0.0,,269.0,11264.0,0.0,0.0
sendgrid-actionmailer,1,3.2.0,3.2.0,23.0,23.0,23.0,0.0,6.0,17.0,0.0,23.0,0.0,0.0,4.0,0.0,,286.0,18944.0,0.0,0.0
sendgrid-rails,1,3.1.0,3.1.0,22.0,22.0,22.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,,93.0,9216.0,0.0,0.0
sendgrid-ruby,1,6.7.0,6.7.0,290.0,290.0,293.0,0.0,286.0,4.0,0.0,290.0,0.0,0.0,40.0,0.0,,974.0,246272.0,0.0,0.0
sensu-plugin,1,4.0.0,4.0.0,59.0,59.0,59.0,0.0,59.0,0.0,0.0,59.0,0.0,0.0,8.0,0.0,,600.0,15872.0,0.0,0.0
sensu-plugins-disk-checks,1,5.1.4,5.1.4,50.0,50.0,52.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,,865.0,22528.0,0.0,0.0
sensu-plugins-memory-checks,1,4.1.1,4.1.1,6.0,6.0,9.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,,252.0,15360.0,0.0,0.0
sentry-inst_jobs,1,6.0.0,6.0.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,,104.0,10752.0,0.0,0.0
sentry-rails,1,7.0.0,7.0.0,145.0,145.0,149.0,0.0,119.0,24.0,2.0,145.0,0.0,0.0,33.0,0.0,,1693.0,80384.0,0.0,0.0
sentry-raven,1,3.1.2,3.1.2,522.0,522.0,531.0,0.0,442.0,78.0,2.0,522.0,0.0,0.0,62.0,0.0,,2507.0,52224.0,0.0,0.0
sentry-ruby,1,7.0.0,7.0.0,1063.0,1063.0,1065.0,0.0,938.0,121.0,4.0,1063.0,0.0,0.0,94.0,0.0,,6307.0,103936.0,0.0,0.0
sentry-ruby-core,1,7.0.0,7.0.0,1063.0,1063.0,1065.0,0.0,938.0,121.0,4.0,1063.0,0.0,0.0,94.0,0.0,,6307.0,103424.0,0.0,0.0
sentry-sidekiq,1,7.0.0,7.0.0,32.0,32.0,33.0,0.0,27.0,5.0,0.0,32.0,0.0,0.0,9.0,0.0,,412.0,38400.0,0.0,0.0
sequel,1,5.108.0,5.108.0,5452.0,5452.0,5551.0,0.0,3314.0,2105.0,33.0,5452.0,0.0,0.0,308.0,0.0,,42161.0,672256.0,0.0,0.0
sequel-annotate,1,1.7.0,1.7.0,13.0,13.0,13.0,0.0,5.0,8.0,0.0,13.0,0.0,0.0,1.0,0.0,,235.0,16384.0,0.0,0.0
sequel_pg,1,1.20.0,1.20.0,44.0,44.0,47.0,6.0,32.0,8.0,4.0,44.0,0.0,0.0,4.0,1.0,c,317.0,29184.0,0.0,0.0
serverengine,1,2.4.0,2.4.0,261.0,261.0,261.0,0.0,193.0,68.0,0.0,261.0,0.0,0.0,24.0,0.0,,2414.0,45056.0,0.0,0.0
serverspec,1,2.43.0,2.43.0,235.0,235.0,236.0,0.0,222.0,12.0,1.0,235.0,0.0,0.0,80.0,0.0,,1801.0,40960.0,0.0,0.0
servolux,1,0.13.0,0.13.0,190.0,190.0,198.0,0.0,172.0,18.0,0.0,190.0,0.0,0.0,10.0,0.0,,1102.0,39936.0,0.0,0.0
session,1,3.2.0,3.2.0,63.0,63.0,71.0,0.0,63.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,,598.0,18432.0,0.0,0.0
set,1,1.1.3,1.1.3,71.0,71.0,85.0,0.0,71.0,0.0,0.0,71.0,0.0,0.0,2.0,0.0,,369.0,15872.0,0.0,0.0
settingslogic,1,2.0.9,2.0.9,22.0,22.0,22.0,0.0,18.0,4.0,0.0,22.0,0.0,0.0,1.0,0.0,,133.0,10752.0,0.0,0.0
sexp_processor,1,4.17.5,4.17.5,266.0,266.0,279.0,0.0,265.0,1.0,0.0,266.0,0.0,0.0,7.0,0.0,,3883.0,57344.0,0.0,0.0
sfl,1,2.3,2.3,17.0,17.0,17.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,,185.0,10240.0,0.0,0.0
shakapacker,1,10.3.2,10.3.2,520.0,520.0,521.0,0.0,195.0,310.0,15.0,520.0,0.0,0.0,32.0,0.0,,5494.0,137216.0,0.0,0.0
shellany,1,0.0.1,0.0.1,14.0,14.0,14.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,,78.0,9216.0,0.0,0.0
shellwords,1,0.2.2,0.2.2,12.0,12.0,14.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,,62.0,10240.0,0.0,0.0
shopify_api,1,16.3.0,16.3.0,1629.0,1629.0,23728.0,0.0,1584.0,40.0,5.0,1629.0,0.0,0.0,1394.0,0.0,,188187.0,760320.0,0.0,0.0
shortener,1,1.0.2,1.0.2,25.0,25.0,25.0,0.0,21.0,2.0,2.0,25.0,0.0,0.0,12.0,0.0,,296.0,27136.0,0.0,0.0
shoryuken,1,7.0.3,7.0.3,363.0,363.0,363.0,0.0,279.0,84.0,0.0,363.0,0.0,0.0,53.0,0.0,,2550.0,146432.0,0.0,0.0
shoulda,1,4.0.0,4.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,6.0,20992.0,0.0,0.0
shoulda-callback-matchers,1,1.1.4,1.1.4,38.0,38.0,38.0,0.0,11.0,27.0,0.0,38.0,0.0,0.0,8.0,0.0,,296.0,15360.0,0.0,0.0
shoulda-context,1,2.0.0,2.0.0,75.0,75.0,75.0,0.0,74.0,1.0,0.0,75.0,0.0,0.0,14.0,0.0,,483.0,34304.0,0.0,0.0
shoulda-matchers,1,8.0.1,8.0.1,1683.0,1683.0,1683.0,0.0,859.0,511.0,313.0,1683.0,0.0,0.0,133.0,0.0,,10048.0,92672.0,0.0,0.0
shrine,1,3.9.0,3.9.0,855.0,855.0,860.0,0.0,587.0,258.0,10.0,855.0,0.0,0.0,61.0,0.0,,5241.0,267264.0,0.0,0.0
sidekiq,1,8.1.7,8.1.7,893.0,893.0,893.0,0.0,775.0,118.0,0.0,893.0,0.0,0.0,69.0,0.0,,7305.0,302592.0,1.0,0.0
sidekiq-bulk,1,0.2.0,0.2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,,19.0,10752.0,0.0,0.0
sidekiq-cron,1,2.4.0,2.4.0,148.0,148.0,148.0,0.0,114.0,34.0,0.0,148.0,0.0,0.0,12.0,0.0,,980.0,30720.0,0.0,0.0
sidekiq-failures,1,1.1.0,1.1.0,36.0,36.0,36.0,0.0,24.0,12.0,0.0,36.0,0.0,0.0,7.0,0.0,,347.0,18944.0,0.0,0.0
sidekiq-limit_fetch,1,4.4.1,4.4.1,102.0,102.0,103.0,0.0,79.0,23.0,0.0,102.0,0.0,0.0,20.0,0.0,,726.0,19968.0,0.0,0.0
sidekiq-pro,1,0.0.3,0.0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,10.0,6656.0,0.0,0.0
sidekiq-scheduler,1,6.0.2,6.0.2,134.0,134.0,134.0,0.0,114.0,20.0,0.0,134.0,0.0,0.0,15.0,0.0,,787.0,29184.0,0.0,0.0
sidekiq-status,1,4.0.0,4.0.0,71.0,71.0,74.0,0.0,59.0,6.0,6.0,71.0,0.0,0.0,12.0,0.0,,545.0,407552.0,0.0,0.0
sidekiq-throttled,1,2.1.0,2.1.0,97.0,97.0,97.0,0.0,75.0,22.0,0.0,97.0,0.0,0.0,21.0,0.0,,736.0,20992.0,0.0,0.0
sidekiq-unique-jobs,1,8.1.0,8.1.0,607.0,607.0,607.0,0.0,511.0,96.0,0.0,607.0,0.0,0.0,93.0,0.0,,3931.0,103424.0,0.0,0.0
sidekiq_alive,1,2.5.0,2.5.0,136.0,136.0,136.0,0.0,110.0,26.0,0.0,136.0,0.0,0.0,14.0,0.0,,634.0,13824.0,0.0,0.0
sigdump,1,0.2.5,0.2.5,9.0,9.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,,130.0,12288.0,0.0,0.0
signature,1,0.1.8,0.1.8,27.0,27.0,28.0,0.0,18.0,9.0,0.0,27.0,0.0,0.0,3.0,0.0,,185.0,11264.0,0.0,0.0
signet,1,0.22.0,0.22.0,215.0,215.0,243.0,0.0,209.0,6.0,0.0,215.0,0.0,0.0,12.0,0.0,,1994.0,36352.0,0.0,0.0
sigstore,1,0.2.3,0.2.3,282.0,282.0,286.0,0.0,233.0,49.0,0.0,282.0,0.0,0.0,30.0,0.0,,2737.0,47616.0,0.0,0.0
sigstore-cli,1,0.2.3,0.2.3,20.0,20.0,20.0,0.0,18.0,2.0,0.0,20.0,0.0,0.0,2.0,0.0,,290.0,8192.0,0.0,0.0
silencer,1,2.0.0,2.0.0,20.0,20.0,20.0,0.0,12.0,8.0,0.0,20.0,0.0,0.0,8.0,0.0,,182.0,9728.0,0.0,0.0
simctl,1,1.6.10,1.6.10,135.0,135.0,138.0,0.0,123.0,12.0,0.0,135.0,0.0,0.0,42.0,0.0,,1011.0,29184.0,0.0,0.0
simple-navigation,1,4.5.0,4.5.0,216.0,216.0,217.0,0.0,156.0,37.0,23.0,216.0,0.0,0.0,26.0,0.0,,962.0,47616.0,0.0,0.0
simple-random,1,1.0.5,1.0.5,25.0,25.0,25.0,0.0,19.0,6.0,0.0,25.0,0.0,0.0,3.0,0.0,,209.0,16896.0,0.0,0.0
simple_captcha2,1,0.5.0,0.5.0,57.0,57.0,65.0,0.0,38.0,14.0,5.0,57.0,0.0,0.0,19.0,0.0,,589.0,16384.0,0.0,0.0
simple_command,1,1.0.1,1.0.1,15.0,15.0,15.0,0.0,13.0,2.0,0.0,15.0,0.0,0.0,4.0,0.0,,80.0,9728.0,0.0,0.0
simple_enum,1,2.3.2,2.3.2,58.0,58.0,58.0,0.0,48.0,10.0,0.0,58.0,0.0,0.0,13.0,0.0,,334.0,19968.0,0.0,0.0
simple_form,1,5.4.1,5.4.1,270.0,270.0,270.0,0.0,136.0,102.0,32.0,270.0,0.0,0.0,58.0,0.0,,2406.0,51712.0,0.0,0.0
simple_oauth,1,0.4.1,0.4.1,53.0,53.0,53.0,0.0,29.0,24.0,0.0,53.0,0.0,0.0,8.0,0.0,,290.0,16384.0,0.0,0.0
simple_po_parser,1,1.1.6,1.1.6,24.0,24.0,24.0,0.0,6.0,18.0,0.0,24.0,0.0,0.0,5.0,0.0,,324.0,44544.0,0.0,0.0
simple_xlsx_reader,1,5.1.0,5.1.0,77.0,77.0,82.0,0.0,76.0,1.0,0.0,77.0,0.0,0.0,9.0,0.0,,591.0,142336.0,0.0,0.0
simplecov,1,1.2.0,1.2.0,1415.0,1415.0,1415.0,0.0,1088.0,323.0,4.0,1415.0,0.0,0.0,190.0,0.0,,9641.0,212992.0,0.0,0.0
simplecov-cobertura,1,4.0.0,4.0.0,14.0,14.0,14.0,0.0,2.0,12.0,0.0,14.0,0.0,0.0,2.0,0.0,,168.0,16384.0,0.0,0.0
simplecov-console,1,0.9.5,0.9.5,11.0,11.0,11.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,,240.0,13312.0,0.0,0.0
simplecov-html,1,0.13.2,0.13.2,19.0,19.0,19.0,0.0,2.0,17.0,0.0,19.0,0.0,0.0,2.0,0.0,,129.0,133632.0,0.0,0.0
simplecov-json,1,0.2.3,0.2.3,5.0,5.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,,47.0,5632.0,0.0,0.0
simplecov-lcov,1,0.9.0,0.9.0,26.0,26.0,26.0,0.0,11.0,15.0,0.0,26.0,0.0,0.0,3.0,0.0,,139.0,10752.0,0.0,0.0
simplecov-rcov,1,0.3.7,0.3.7,20.0,20.0,20.0,0.0,1.0,19.0,0.0,20.0,0.0,0.0,2.0,0.0,,124.0,48128.0,0.0,0.0
simplecov_json_formatter,1,0.1.4,0.1.4,22.0,22.0,22.0,0.0,7.0,15.0,0.0,22.0,0.0,0.0,5.0,0.0,,143.0,6656.0,0.0,0.0
simpleidn,1,0.3.0,0.3.0,8.0,8.0,8.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,,6859.0,44544.0,0.0,0.0
sin_lru_redux,1,2.5.3,2.5.3,82.0,82.0,83.0,0.0,67.0,15.0,0.0,82.0,0.0,0.0,18.0,0.0,,499.0,11776.0,0.0,0.0
sinatra,1,4.2.1,4.2.1,284.0,284.0,296.0,0.0,229.0,55.0,0.0,284.0,0.0,0.0,7.0,0.0,,2020.0,136192.0,0.0,0.0
sinatra-activerecord,1,2.0.28,2.0.28,10.0,10.0,14.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,,207.0,9728.0,0.0,0.0
sinatra-contrib,1,4.2.1,4.2.1,330.0,330.0,370.0,0.0,284.0,46.0,0.0,330.0,0.0,0.0,24.0,0.0,,1540.0,33792.0,0.0,0.0
singleton,1,0.3.0,0.3.0,21.0,21.0,21.0,0.0,12.0,9.0,0.0,21.0,0.0,0.0,1.0,0.0,,103.0,10240.0,0.0,0.0
sinon-rails,1,1.15.0,1.15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,17.0,40448.0,0.0,0.0
site_prism,1,6.0.1,6.0.1,142.0,142.0,142.0,0.0,70.0,72.0,0.0,142.0,0.0,0.0,18.0,0.0,,837.0,33280.0,0.0,0.0
site_prism-all_there,1,3.0.10,3.0.10,24.0,24.0,24.0,0.0,14.0,10.0,0.0,24.0,0.0,0.0,5.0,0.0,,130.0,7680.0,0.0,0.0
sitemap_generator,1,7.1.1,7.1.1,221.0,221.0,227.0,0.0,194.0,6.0,21.0,221.0,0.0,0.0,30.0,0.0,,1685.0,56832.0,0.0,0.0
sixarm_ruby_unaccent,1,1.2.2,1.2.2,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,,4029.0,75264.0,0.0,0.0
skinny,1,0.2.4,0.2.4,38.0,38.0,38.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,,332.0,13824.0,0.0,0.0
skooma,1,0.4.0,0.4.0,212.0,212.0,212.0,0.0,145.0,67.0,0.0,212.0,0.0,0.0,93.0,0.0,,2509.0,47104.0,0.0,0.0
skylight,1,7.1.1,7.1.1,785.0,785.0,773.0,25.0,630.0,149.0,6.0,785.0,0.0,0.0,116.0,3.0,c,6531.0,275968.0,0.0,0.0
slack-messenger,1,2.3.6,2.3.6,54.0,54.0,54.0,0.0,41.0,13.0,0.0,54.0,0.0,0.0,14.0,0.0,,435.0,14848.0,0.0,0.0
slack-notifier,1,2.4.0,2.4.0,48.0,48.0,48.0,0.0,38.0,10.0,0.0,48.0,0.0,0.0,13.0,0.0,,386.0,13312.0,0.0,0.0
slack-ruby-client,1,3.2.0,3.2.0,392.0,392.0,393.0,0.0,386.0,6.0,0.0,392.0,0.0,0.0,239.0,0.0,,9496.0,177664.0,0.0,0.0
slather,1,2.8.5,2.8.5,257.0,257.0,260.0,0.0,257.0,0.0,0.0,257.0,0.0,0.0,20.0,0.0,,2181.0,252416.0,0.0,0.0
slim,1,5.2.2,5.2.2,139.0,139.0,139.0,0.0,101.0,15.0,23.0,139.0,0.0,0.0,27.0,0.0,,1521.0,101888.0,0.0,0.0
slim-rails,1,4.0.0,4.0.0,13.0,13.0,13.0,0.0,4.0,2.0,7.0,13.0,0.0,0.0,7.0,0.0,,168.0,10240.0,0.0,0.0
slop,1,4.10.1,4.10.1,112.0,112.0,115.0,0.0,100.0,12.0,0.0,112.0,0.0,0.0,7.0,0.0,,513.0,22016.0,0.0,0.0
smart_properties,1,1.17.0,1.17.0,81.0,81.0,81.0,0.0,69.0,4.0,8.0,81.0,0.0,0.0,8.0,0.0,,419.0,23040.0,0.0,0.0
smarter_csv,1,1.19.0,1.19.0,120.0,120.0,113.0,7.0,78.0,26.0,16.0,120.0,0.0,0.0,17.0,1.0,c,2223.0,563712.0,0.0,0.0
smarter_json,1,1.2.6,1.2.6,121.0,121.0,120.0,1.0,56.0,65.0,0.0,121.0,0.0,0.0,10.0,2.0,c,1758.0,101888.0,0.0,0.0
snaky_hash,1,2.0.7,2.0.7,29.0,29.0,30.0,0.0,23.0,6.0,0.0,29.0,0.0,0.0,7.0,0.0,,226.0,40448.0,0.0,0.0
snappy,1,0.5.1,0.5.1,41.0,41.0,34.0,7.0,39.0,2.0,0.0,41.0,0.0,0.0,9.0,3.0,c+java,244.0,92160.0,0.0,0.0
sneakers,1,2.12.0,2.12.0,133.0,133.0,133.0,0.0,119.0,14.0,0.0,133.0,0.0,0.0,25.0,0.0,,1045.0,37376.0,0.0,0.0
sniffer,1,0.5.0,0.5.0,115.0,115.0,121.0,0.0,94.0,21.0,0.0,115.0,0.0,0.0,26.0,0.0,,932.0,1592320.0,0.0,0.0
snmp,1,1.3.4,1.3.4,242.0,242.0,244.0,0.0,231.0,11.0,0.0,242.0,0.0,0.0,11.0,0.0,,1672.0,197120.0,1.0,0.0
snowplow-tracker,1,0.8.0,0.8.0,65.0,65.0,65.0,0.0,65.0,0.0,0.0,65.0,0.0,0.0,9.0,0.0,,515.0,27648.0,0.0,0.0
