package,version,status,xml_doc,xml_bytes,readme,n_dll,n_xml,nupkg_bytes,bytes_read
Tewr.Blazor.FileReader,3.4.0.24340,ok,lib/net5.0/Tewr.Blazor.FileReader.xml,26436,,4,4,172547,65558
OrleansTestKit,10.0.0,ok,lib/net10.0/OrleansTestKit.xml,44274,README.md,2,2,97138,65558
Google.Apis.Tasks.v1,1.74.0.3958,ok,lib/net462/Google.Apis.Tasks.v1.xml,52747,,3,3,100114,65558
OpenCvSharp4.WpfExtensions,4.13.0.20260627,ok,lib/net48/OpenCvSharp.WpfExtensions.xml,7266,README.managed.md,2,2,37416,37416
Microsoft.TestPlatform.TranslationLayer,18.9.0,ok,lib/net462/Microsoft.TestPlatform.VsTestConsole.TranslationLayer.XML,177306,README.md,165,3,2722209,65558
Microsoft.Web.Deployment,4.0.5,ok,,0,,3,0,628625,65558
WindowsAPICodePack,8.0.15.2,ok,lib/net10.0-windows7.0/Microsoft.WindowsAPICodePack.Core.xml,213986,Readme.md,54,45,4569344,65558
Pharmacist.Common,2.0.8,ok,lib/net472/Pharmacist.Common.xml,1343,,3,3,63389,63389
AdysTech.CredentialManager,3.1.0,ok,,0,README.md,10,0,66716,65558
Vanara.PInvoke.User32,5.0.7,ok,lib/net10.0-windows7.0/Vanara.PInvoke.User32.xml,5454552,,10,10,8752131,65558
TextMateSharp,2.0.4,ok,,0,,1,0,107074,65558
LargeAddressAware,1.0.6,ok,,0,,0,0,20266,20266
GDAL,3.12.1,ok,,0,,4,0,154182,65558
Blazor.Extensions.Canvas,1.1.1,ok,,0,,2,0,135009,65558
SkiaSharp.Views.WindowsForms,4.152.0,ok,,0,README.md,4,0,167318,65558
ScreenRecorderLib,7.0.1,ok,,0,README.md,0,0,14102365,65558
Microsoft.CodeAnalysis.FlowAnalysis.Utilities,2.9.6,ok,lib/netstandard1.3/Microsoft.CodeAnalysis.FlowAnalysis.Utilities.xml,180787,,1,1,249911,65558
DockPanelSuite,3.1.1,ok,,0,,3,0,310094,65558
Aspire.Hosting.Azure.AppContainers,13.5.3,ok,lib/net8.0/Aspire.Hosting.Azure.AppContainers.xml,58796,,1,1,135859,65558
Senparc.CO2NET.AspNet,2.1.4,ok,lib/net8.0/Senparc.CO2NET.AspNet.xml,10751,,4,4,55726,55726
Aspire.RabbitMQ.Client,13.5.3,ok,lib/net10.0/Aspire.RabbitMQ.Client.xml,10296,README.md,3,3,203646,65558
CryptSharpStandard,1.0.0,ok,,0,,1,0,42838,42838
Downloader,5.9.6,ok,,0,README.md,4,0,454418,65558
Squid-Box.SevenZipSharp,1.6.2.24,ok,lib/netstandard2.0/SevenZipSharp.xml,233857,docs/readme.md,3,3,3016317,65558
Blazor-Analytics,4.0.0,ok,,0,,1,0,26178,26178
Google.Apis.Groupssettings.v1,1.74.0.2721,ok,lib/net462/Google.Apis.Groupssettings.v1.xml,41123,,3,3,92504,65558
EntityFramework.zh-Hans,6.2.0,ok,,0,,4,4,685783,65558
Microsoft.Azure.Management.ManagedServiceIdentity,1.0.0,ok,lib/net452/Microsoft.Azure.Management.ManagedServiceIdentity.xml,91080,,4,4,171973,65558
SharpDX.DirectInput,4.2.0,ok,lib/net40/SharpDX.DirectInput.xml,789741,,3,3,460443,65558
SharpVectors.Wpf,1.8.6,ok,lib/net10.0-windows7.0/SharpVectors.Converters.Wpf.xml,198690,,63,63,7141222,65558
DeviceId.Windows.Wmi,6.11.0,ok,lib/net10.0/DeviceId.Windows.Wmi.xml,9520,readme.md,6,6,58353,58353
ICSharpCode.SharpZipLib.Patched,1.2.0.9,ok,lib/net45/ICSharpCode.SharpZipLib.xml,552272,,2,2,422055,65558
FluentAvaloniaUI,3.1.0,ok,lib/net10.0/FluentAvalonia.xml,484893,,1,1,1184376,65558
Microsoft.WindowsAzure.Management.Network,8.2.1,ok,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.WindowsAzure.Management.Network.xml,1131052,,2,2,434897,65558
Microsoft.VisualStudioEng.MicroBuild.Core,1.0.0,ok,,0,,0,0,23988,23988
SteamKit2,3.4.0,ok,lib/net10.0/SteamKit2.xml,544722,readme.txt,2,2,5905099,65558
DBreeze,1.138.2026.603,ok,lib/net6.0/DBreeze.XML,437821,README.md,17,17,3702998,65558
ReactiveUI.XamForms,19.6.12,ok,lib/net6.0/ReactiveUI.XamForms.xml,28222,README.md,3,3,172615,65558
Microsoft.AspNetCore.Diagnostics.Middleware,10.9.0,ok,lib/net10.0/Microsoft.AspNetCore.Diagnostics.Middleware.xml,58509,README.md,3,3,164274,65558
Azure.Monitor.Query.Logs,1.0.0,ok,lib/net8.0/Azure.Monitor.Query.Logs.xml,225509,README.md,2,2,297960,65558
Accord.Fuzzy,3.8.0,ok,lib/net35-unity%20full%20v3.5/Accord.Fuzzy.xml,80804,,11,11,219705,65558
Senparc.Weixin.WxOpen,3.28.3,ok,lib/netstandard2.0/Senparc.Weixin.WxOpen.xml,1590374,,5,2,2377558,65558
Utf8Json.AspNetCoreMvcFormatter,1.3.7,ok,,0,,2,0,17423,17423
FastBertTokenizer,1.0.28,ok,lib/net6.0/FastBertTokenizer.xml,36617,README.md,3,3,152565,65558
Accord.Imaging,3.8.0,ok,lib/net35-unity%20full%20v3.5/Accord.Imaging.xml,1396373,,10,10,3228369,65558
GDAL.Native,3.12.1,ok,,0,,0,0,51923774,65558
Microsoft.VisualStudio.ProjectSystem.SDK.Tools,17.9.380,ok,,0,README.txt,0,0,76584,65558
WPF-UI,4.3.0,ok,lib/net10.0-windows7.0/Wpf.Ui.xml,954293,README.md,6,6,17220682,65558
Volo.Abp.AspNetCore.TestBase,10.6.0,ok,lib/net10.0/Volo.Abp.AspNetCore.TestBase.xml,3575,,1,1,44046,44046
Microsoft.Orleans.Transactions,10.3.1,ok,lib/net10.0/Orleans.Transactions.xml,32413,,2,2,439917,65558
Microsoft.ML.OnnxRuntime.DirectML,1.24.4,ok,,0,README.md,0,0,12458649,65558
Tizen.NET,13.0.0.19198,ok,,0,,0,0,16634,16634
Azure.ResourceManager.PrivateDns,1.2.3,ok,lib/net10.0/Azure.ResourceManager.PrivateDns.xml,976897,README.md,3,3,754897,65558
ColorHelper,1.8.1,ok,,0,,1,0,160618,65558
Microsoft.WindowsAzure.Management.MediaServices,4.1.0,ok,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.WindowsAzure.Management.MediaServices.xml,37814,,2,2,56074,56074
Volo.Abp.AspNetCore.Mvc.UI.Theme.LeptonXLite,5.6.0,ok,lib/net10.0/Volo.Abp.AspNetCore.Mvc.UI.Theme.LeptonXLite.xml,169,,1,1,3170652,65558
TextMateSharp.Grammars,2.0.4,ok,,0,,1,0,899476,65558
Microsoft.Azure.Management.DataFactories,4.13.3,ok,,0,,2,0,413397,65558
MinimalApi.Endpoint,1.3.0,ok,,0,README.md,1,0,31456,31456
Azure.ResourceManager.AppConfiguration,1.4.1,ok,lib/net8.0/Azure.ResourceManager.AppConfiguration.xml,777056,README.md,2,2,464412,65558
Microsoft.Azure.Management.Relay,2.0.2,ok,lib/net452/Microsoft.Azure.Management.Relay.xml,272577,,2,2,170885,65558
MonoGame.Content.Builder.Task,3.8.5.1,ok,,0,,0,0,27145,27145
YoutubeExplode.Converter,6.6.2,ok,lib/net10.0/YoutubeExplode.Converter.xml,14112,,4,4,2013480,65558
Microsoft.Sbom.Targets,4.1.5,ok,,0,tasks/net472/sbom-tool/README.md,0,0,12235436,65558
Microsoft.AspNetCore.Components.WebView.Wpf,10.0.101,ok,lib/net10.0-windows7.0/Microsoft.AspNetCore.Components.WebView.Wpf.xml,21414,README.md,1,1,94213,65558
SmartAnalyzers.MultithreadingAnalyzer,1.1.31,ok,,0,,0,0,20658,20658
TickerQ,10.4.0,ok,,0,README.md,1,0,97161,65558
HttpToSocks5Proxy,1.4.0,ok,,0,,2,0,28961,28961
ppy.LocalisationAnalyser,2026.611.0,ok,,0,,0,0,47563,47563
Asp.Versioning.Http.Client,10.2.0,ok,lib/net10.0/Asp.Versioning.Http.Client.xml,40616,README.md,3,3,129135,65558
Splat.Drawing,21.0.0,ok,lib/net10.0-android36.0/Splat.Drawing.xml,134005,README.md,24,24,1378669,65558
Magick.NET.SystemDrawing,8.0.27,ok,lib/net462/Magick.NET.SystemDrawing.xml,8772,docs/Readme.md,3,3,115480,65558
SlowCheetah.Xdt,1.1.1,ok,,0,,1,0,16948,16948
Microsoft.CodeAnalysis.CSharp.CodeFix.Testing.MSTest,1.1.2,ok,lib/net452/Microsoft.CodeAnalysis.CSharp.CodeFix.Testing.MSTest.xml,177,,6,6,134691,65558
WinUIEx,2.9.3,ok,lib/net8.0-windows10.0.19041/WinUIEx.xml,4684059,README.md,1,1,1055069,65558
Avalonia.Headless.XUnit,12.1.2,ok,lib/net10.0/Avalonia.Headless.XUnit.xml,1475,,2,2,59882,59882
Microsoft.CodeAnalysis.EditorFeatures.Text,4.14.0,ok,lib/net8.0/Microsoft.CodeAnalysis.EditorFeatures.Text.xml,13423,,28,2,368655,65558
Finbuckle.MultiTenant.Abstractions,10.1.3,ok,lib/net10.0/Finbuckle.MultiTenant.Abstractions.xml,19594,,1,1,39277,39277
Microsoft.AspNet.Web.Optimization.zh-Hans,1.1.3,ok,,0,,1,0,20007,20007
Microsoft.Testing.Extensions.HangDump,2.4.0,ok,lib/net8.0/Microsoft.Testing.Extensions.HangDump.xml,70992,,42,3,844798,65558
Microsoft.Azure.Management.HDInsight,8.0.0,ok,lib/net452/Microsoft.Azure.Management.HDInsight.xml,701894,,4,4,695093,65558
Microsoft.Azure.Management.Billing,4.1.0,ok,lib/net452/Microsoft.Azure.Management.Billing.xml,846819,,4,4,748563,65558
CommunityToolkit.Aspire.Hosting.NodeJS.Extensions,9.9.0,ok,lib/net8.0/CommunityToolkit.Aspire.Hosting.NodeJS.Extensions.xml,26758,README.md,2,2,127318,65558
Blazor.Extensions.Storage,1.0.0,ok,,0,,2,0,23726,23726
Google.Apis.HangoutsChat.v1,1.76.0.4257,ok,lib/net462/Google.Apis.HangoutsChat.v1.xml,664806,,3,3,539468,65558
C1.Win,10.0.20261.813,ok,lib/net462/C1.Win.4.6.2.xml,1675990,docs/readme.md,17,5,6853957,65558
Microsoft.ML.OnnxRuntimeGenAI,0.15.2,ok,,0,,0,0,109338998,65558
ObjectListView.Official,2.9.1,ok,lib/net20/ObjectListView.XML,861954,,1,1,305797,65558
sqlite-net,1.6.292,ok,,0,,0,0,47374,47374
Microsoft.WindowsAPICodePack.Core,1.1.0,ok,,0,,1,0,55346,55346
Azure.Security.KeyVault.Administration,4.8.1,ok,lib/net10.0/Azure.Security.KeyVault.Administration.xml,500582,README.md,3,3,567831,65558
System.Web.Providers.Core,1.1.0,ok,,0,,0,0,12203,12203
xunit.console,2.9.3,ok,,0,_content/README.md,3,0,289204,65558
Azure.ResourceManager.Logic,1.2.0,ok,lib/net10.0/Azure.ResourceManager.Logic.xml,3083251,README.md,3,3,1799324,65558
MonoTorrent,3.0.2,ok,lib/net472/MonoTorrent.BEncoding.xml,14852,,67,66,4065636,65558
Microsoft.Azure.WebPubSub.Common,1.5.0,ok,lib/netstandard2.0/Microsoft.Azure.WebPubSub.Common.xml,72066,README.md,1,1,66132,65558
gfoidl.Base64,2.0.0,ok,lib/net7.0/gfoidl.Base64.xml,23056,ReadMe.md,1,1,37624,37624
KGySoft.CoreLibraries,10.5.1,ok,lib/net35/KGySoft.CoreLibraries.xml,3693745,readme.txt,13,13,10777612,65558
Xamarin.Forms.AppLinks,5.0.0.2662,ok,,0,,1,0,59198,59198
SharpDX.MediaFoundation,4.2.0,ok,lib/net40/SharpDX.MediaFoundation.xml,4067648,,4,4,2302009,65558
Microsoft.Azure.Graph.RBAC,3.8.0-preview,ok,lib/net452/Microsoft.Azure.Graph.RBAC.xml,449106,,4,4,482215,65558
Microsoft.Orleans.Reminders.DynamoDB,10.3.1,ok,lib/net10.0/Orleans.Reminders.DynamoDB.xml,24713,README.md,2,2,157427,65558
TestContainers.Container.Abstractions,1.5.4,ok,lib/netstandard2.0/TestContainers.Container.Abstractions.xml,68920,,1,1,58339,58339
Xamarin.AndroidX.DataBinding.ViewBinding,9.3.1,ok,lib/net10.0-android36.0/Xamarin.AndroidX.DataBinding.ViewBinding.xml,165,readme.md,2,2,88985,65558
Microsoft.Agents.AI.Hosting,1.20.0-preview.260831.1,ok,lib/net10.0/Microsoft.Agents.AI.Hosting.xml,100670,,5,5,265155,65558
MouseKeyHook,5.7.1,ok,,0,,4,0,106816,65558
BTCPayServer.Lightning.Common,1.7.2,ok,,0,README.md,2,0,81485,65558
CommunityToolkit.WinUI.Extensions,8.2.251219,ok,lib/net8.0-windows10.0.19041/CommunityToolkit.WinUI.Extensions.xml,185333,ReadMe.md,6,6,803815,65558
Microsoft.Orleans.Persistence.DynamoDB,10.3.1,ok,lib/net10.0/Orleans.Persistence.DynamoDB.xml,25685,README.md,2,2,164090,65558
Nito.Comparers,6.2.2,ok,,0,,0,0,19634,19634
Microsoft.Xaml.Behaviors.WinUI.Managed,3.0.1,ok,lib/net8.0-windows10.0.17763.0/Microsoft.Xaml.Interactivity.xml,52785,,1,1,132821,65558
OrchardCore.Application.Targets,3.0.1,ok,lib/net10.0/OrchardCore.Application.Targets.xml,148,,1,1,21189,21189
Microsoft.Azure.Test.HttpRecorder,1.13.3,ok,lib/net452/Microsoft.Azure.Test.HttpRecorder.xml,6255,,4,4,112932,65558
Microsoft.Azure.OperationalInsights,1.1.0,ok,,0,,4,0,104713,65558
TencentCloudSDK.Sms,3.0.1499,ok,lib/net45/TencentCloudSms.xml,209862,,2,2,112352,65558
Xamarin.Firebase.AppIndexing,120.0.0.30,ok,lib/net9.0-android35.0/Xamarin.Firebase.AppIndexing.xml,153,readme.md,2,2,362230,65558
AssimpNet,4.1.0,ok,lib/net35/AssimpNet.xml,574421,,3,3,11882091,65558
Microsoft.CodeAnalysis.CSharp.CodeRefactoring.Testing.MSTest,1.1.2,ok,lib/net452/Microsoft.CodeAnalysis.CSharp.CodeRefactoring.Testing.MSTest.xml,185,,6,6,134586,65558
SQLitePCLRaw.lib.e_sqlite3.ios_unified.static,1.1.14,ok,,0,,1,0,4374542,65558
ELFSharp,2.17.3,ok,,0,,1,0,62006,62006
Microsoft.Azure.Management.DataLake.Analytics,3.0.1,ok,lib/net452/Microsoft.Azure.Management.DataLake.Analytics.xml,958953,,2,2,418381,65558
Microsoft.Orleans.Serialization.NewtonsoftJson,10.3.1,ok,lib/net10.0/Orleans.Serialization.NewtonsoftJson.xml,5408,README.md,3,3,108812,65558
Microsoft.Azure.Management.Batch,15.0.0,ok,lib/net452/Microsoft.Azure.Management.Batch.xml,715396,,4,4,733998,65558
Material.Icons.Avalonia,3.0.2,ok,,0,README.md,1,0,35102,35102
Tizen.NET.Sdk,1.2.1,ok,,0,,0,0,1544050,65558
Aspire.Hosting.Azure.CognitiveServices,13.5.3,ok,lib/net8.0/Aspire.Hosting.Azure.CognitiveServices.xml,17797,README.md,1,1,124451,65558
Senparc.Weixin.Work,3.32.3,ok,lib/net462/Senparc.Weixin.Work.xml,3009201,,5,3,4425144,65558
Microsoft.Maps.MapControl.WPF,1.0.1,ok,lib/net40-Client/Microsoft.Maps.MapControl.WPF.xml,107073,,1,1,152362,65558
Microsoft.Azure.Management.Reservations,1.15.0-preview,ok,lib/net452/Microsoft.Azure.Management.Reservations.xml,370901,,4,4,396754,65558
Stashbox.Extensions.Dependencyinjection,6.0.0,ok,lib/net10.0/Stashbox.Extensions.DependencyInjection.xml,27212,README.md,8,8,112518,65558
Silk.NET.Vulkan,2.23.0,ok,lib/net5.0/Silk.NET.Vulkan.xml,2532978,README.md,6,6,5625441,65558
Microsoft.Rest.ClientRuntime.Azure.TestFramework,1.7.7,ok,,0,,4,0,124531,65558
TMDbLib,3.0.0,ok,lib/net10.0/TMDbLib.xml,448916,Readme.md,2,2,386026,65558
Senparc.Weixin.Open,4.24.5,ok,lib/net462/Senparc.Weixin.Open.xml,761360,,5,3,1214166,65558
Microsoft.Azure.ContainerRegistry,1.0.0-preview.2,ok,,0,,4,0,278133,65558
WindowsFirewallHelper,2.2.0.86,ok,lib/net40/WindowsFirewallHelper.xml,212824,readme.txt,3,3,474595,65558
Silk.NET.Vulkan.Extensions.KHR,2.23.0,ok,lib/net5.0/Silk.NET.Vulkan.Extensions.KHR.xml,441082,README.md,4,4,575064,65558
ReactiveUI.Validation,7.1.0,ok,lib/net10.0-android36.0/ReactiveUI.Validation.xml,109355,README.md,14,14,855304,65558
PdfRpt.Core,1.5.18,ok,lib/net462/PdfRpt.Core.xml,566363,README.md,2,2,522222,65558
Microsoft.VisualStudio.LanguageServices,4.14.0,ok,,0,,1,0,1458335,65558
ColorCode.HTML,2.0.15,ok,,0,,2,0,66503,65558
Microsoft.Plugins.Manifest,2.0.0-rc2,ok,,0,README.md,2,0,233925,65558
Blazor.Extensions.WebUSB,1.0.0,ok,,0,,2,0,43069,43069
Microsoft.AspNetCore.JsonPatch.SystemTextJson,10.0.12,ok,lib/net10.0/Microsoft.AspNetCore.JsonPatch.SystemTextJson.xml,51950,,1,1,69433,65558
Microsoft.Orleans.Persistence.Redis,10.3.1,ok,lib/net10.0/Orleans.Persistence.Redis.xml,11308,README.md,2,2,116297,65558
Aspire.Azure.AI.OpenAI,13.5.3-preview.1.26425.3,ok,lib/net10.0/Aspire.Azure.AI.OpenAI.xml,18871,README.md,3,3,213994,65558
Microsoft.WindowsAPICodePack.Shell,1.1.0,ok,,0,,1,0,191638,65558
A2A,1.0.0-preview2,ok,lib/net10.0/A2A.xml,159372,README.md,2,2,351996,65558
Ignore,0.2.1,ok,,0,,2,0,31406,31406
Microsoft.Azure.Management.Resources,3.4.0-preview,ok,lib/dnxcore50/Microsoft.Azure.ResourceManager.xml,407887,,3,3,400113,65558
AsmResolver.DotNet,6.0.1,ok,lib/net10.0/AsmResolver.DotNet.xml,1081039,,10,10,4714759,65558
Senparc.Weixin.TenPay,1.20.1,ok,lib/net462/Senparc.Weixin.TenPay.xml,273388,,5,3,513011,65558
PlaylistsNET,1.4.1,ok,,0,README.md,5,0,107860,65558
Microsoft.Azure.Management.MarketplaceOrdering,1.0.1,ok,lib/net452/Microsoft.Azure.Management.MarketplaceOrdering.xml,49291,,2,2,71246,65558
Ardalis.SharedKernel,5.0.0,ok,lib/net10.0/Ardalis.SharedKernel.xml,3595,,1,1,43361,43361
jQuery.Color,2.1.2,ok,,0,,0,0,23894,23894
Microsoft.Azure.Management.RecoveryServices,4.3.3-preview,ok,lib/net452/Microsoft.Azure.Management.RecoveryServices.xml,258739,,4,4,323141,65558
DNNE,2.1.2,ok,,0,readme.md,0,0,492253,65558
GrpcDotNetNamedPipes,3.1.0,ok,,0,README.md,4,0,160070,65558
DNS,7.0.0,ok,,0,README.md,1,0,44466,44466
BencodeNET,5.0.0,ok,lib/net6.0/BencodeNET.xml,101528,,1,1,65775,65558
Pfim,0.11.4,ok,,0,,1,0,51327,51327
brevo_csharp,1.1.3,ok,,0,,1,0,541245,65558
DockPanelSuite.ThemeVS2015,3.1.1,ok,,0,,3,0,488024,65558
Rnwood.SmtpServer,3.0.25,ok,lib/net40/Rnwood.SmtpServer.XML,15041,,1,1,39531,39531
FSharp.Control.TaskSeq,1.1.1,ok,lib/netstandard2.1/FSharp.Control.TaskSeq.xml,156588,,1,1,287811,65558
DotNet4.SocksProxy,1.4.0.1,ok,,0,,4,0,45082,45082
LibreHardwareMonitorLib,0.9.6,ok,ref/net10.0/LibreHardwareMonitorLib.xml,392488,,5,5,7161119,65558
SQLite.Native,3.12.3,ok,,0,,0,0,3406686,65558
rix0rrr.BeaconLib,1.0.2,ok,,0,,2,0,24329,24329
Tools.InnoSetup,7.1.0,ok,,0,README.md,0,0,21287807,65558
NEbml,1.1.0.5,ok,lib/net461/NEbml.Core.xml,46090,README.md,2,2,48883,48883
CsCheck,4.8.0,ok,lib/net8.0/CsCheck.xml,263056,README.md,1,1,207422,65558
MahApps.Metro.IconPacks.Modern,6.2.1,ok,lib/net462/MahApps.Metro.IconPacks.Modern.xml,2407,,4,4,1715952,65558
EventAggregator.Blazor,2.0.0,ok,,0,,1,0,18488,18488
Azure.ResourceManager.SecurityCenter,1.1.0,ok,lib/netstandard2.0/Azure.ResourceManager.SecurityCenter.xml,3042573,README.md,1,1,713328,65558
Microsoft.Packaging.Tools.Trimming,1.1.0-preview1-26619-01,ok,,0,,0,0,1841021,65558
Microsoft.VisualStudio.TemplateWizardInterface,17.10.40170,ok,lib/net472/Microsoft.VisualStudio.TemplateWizardInterface.xml,32150,,1,1,60188,60188
Azure.ResourceManager.Batch,1.7.0,ok,lib/net10.0/Azure.ResourceManager.Batch.xml,1584927,README.md,3,3,1234154,65558
CommunityToolkit.Aspire.Hosting.Dapr,13.0.0,ok,lib/net10.0/CommunityToolkit.Aspire.Hosting.Dapr.xml,33390,README.md,3,3,274808,65558
z440.atl.core,7.16.0,ok,lib/net6.0/ATL.xml,380488,README.md,1,1,434163,65558
Ecng.Data,1.0.476,ok,lib/net10.0/Ecng.Data.xml,97154,README.md,2,2,98685,65558
Microsoft.Azure.Management.OperationalInsights,0.25.0-preview,ok,lib/net452/Microsoft.Azure.Management.OperationalInsights.xml,594804,,4,4,609352,65558
Diacritical.Net,1.0.5,ok,,0,,1,0,22089,22089
Square.Picasso,2.71828.0,ok,,0,,1,0,166542,65558
Syncfusion.Maui.Toolkit,1.0.11,ok,lib/net9.0/Syncfusion.Maui.Toolkit.xml,5661505,README.md,20,10,18818072,65558
AvaloniaUI.DiagnosticsSupport,2.2.3,ok,,0,README.md,4,0,1843111,65558
aliyun-net-sdk-sts,3.1.3,ok,,0,,2,0,29696,29696
Microsoft.Azure.Management.Search,4.0.0,ok,lib/net452/Microsoft.Azure.Management.Search.xml,309916,,4,4,317165,65558
NiL.JS,2.6.1722,ok,,0,README.md,6,0,1383739,65558
ReactiveUI.Events.WPF,15.1.1,ok,lib/net461/ReactiveUI.Events.WPF.xml,272676,,9,9,1630709,65558
Senparc.CO2NET.Cache.Redis.RedLock,4.2.0,ok,lib/net462/Senparc.CO2NET.Cache.Redis.RedLock.xml,684,,3,3,49317,49317
System.Security.Cryptography.Cose,10.0.12,ok,lib/net10.0/System.Security.Cryptography.Cose.xml,125915,,5,5,276971,65558
Open.NAT,2.1.0,ok,lib/net35/Open.Nat.XML,15143,,3,3,347767,65558
BlurHashSharp,1.3.4,ok,lib/net8.0/BlurHashSharp.xml,4093,README.md,1,1,36170,36170
nunit.xamarin,3.6.1,ok,lib/MonoAndroid/nunit.runner.Droid.xml,32435,,3,3,98363,65558
Senparc.CO2NET.Cache.Redis,5.3.0,ok,lib/net462/Senparc.CO2NET.Cache.Redis.xml,14841,,3,3,74602,65558
Xamarin.AndroidX.WebKit,1.17.0,ok,lib/net9.0-android35.0/Xamarin.AndroidX.WebKit.xml,148,readme.md,2,2,1714982,65558
Watson,7.1.1,ok,lib/net10.0/WatsonWebserver.xml,438408,README.md,3,3,1692092,65558
NLog.OutputDebugString,6.2.0,ok,lib/net35/NLog.OutputDebugString.xml,2710,README.md,5,5,37867,37867
Milvus.Client,2.3.0-preview.1,ok,lib/net462/Milvus.Client.xml,376000,readme.md,3,3,994842,65558
DiffLib,2025.0.0,ok,lib/net8.0/DiffLib.xml,40294,README.md,2,2,55522,55522
Dock.Avalonia,12.1.0.6,ok,lib/net10.0/Dock.Avalonia.xml,217922,README.md,2,2,325035,65558
AvaloniaEdit.TextMate,12.0.0,ok,,0,,2,0,53175,53175
LiveChartsCore.SkiaSharpView.Avalonia,2.0.5,ok,lib/net6.0/LiveChartsCore.SkiaSharpView.Avalonia.xml,88706,README.md,3,3,393810,65558
BlurHashSharp.SkiaSharp,1.3.4,ok,lib/net8.0/BlurHashSharp.SkiaSharp.xml,2918,README.md,1,1,28087,28087
Aspire.Hosting.Azure.EventHubs,13.5.3,ok,lib/net8.0/Aspire.Hosting.Azure.EventHubs.xml,27606,README.md,1,1,81192,65558
ReactiveUI.Avalonia,14.7.1,ok,lib/net6.0/ReactiveUI.Avalonia.xml,22198,,3,3,133627,65558
CmdLine,1.0.7.509,ok,,0,,1,0,26440,26440
Iot.Device.Bindings,4.2.0,ok,lib/net8.0/Iot.Device.Bindings.xml,3282625,README.md,1,1,1187582,65558
Microsoft.Azure.Management.IotHub,4.2.0,ok,lib/net452/Microsoft.Azure.Management.IotHub.xml,507152,,4,4,529990,65558
LoxSmoke.DocXml,3.9.0,ok,lib/netstandard2.0/DocXml.xml,48712,README.md,1,1,43471,43471
Azure.Provisioning.EventHubs,1.1.0,ok,lib/net8.0/Azure.Provisioning.EventHubs.xml,179621,README.md,2,2,235079,65558
BDInfo,0.8.0,ok,,0,,2,0,120428,65558
Jellyfin.XmlTv,10.8.0,ok,lib/net6.0/Jellyfin.XmlTv.xml,5200,,2,2,38910,38910
CommunityToolkit.WinUI.UI.Controls.DataGrid,7.1.2,ok,lib/net5.0-windows10.0.18362/CommunityToolkit.WinUI.UI.Controls.DataGrid.xml,342641,,2,1,380514,65558
Senparc.NeuChar.AspNet,1.7.0,ok,lib/net462/Senparc.NeuChar.AspNet.xml,1191,,3,3,49040,49040
A2A.AspNetCore,1.0.0-preview2,ok,lib/net10.0/A2A.AspNetCore.xml,8534,README.md,2,2,123927,65558
Microsoft.CodeAnalysis.VisualBasic.Analyzer.Testing.MSTest,1.1.2,ok,lib/net452/Microsoft.CodeAnalysis.VisualBasic.Analyzer.Testing.MSTest.xml,166,,6,6,133644,65558
ColorCode.WinUI,2.0.15,ok,,0,,1,0,48351,48351
Microsoft.VisualStudio.DiagnosticsHub.BenchmarkDotNetDiagnosers,18.7.37220.1,ok,,0,README.md,4,0,875361,65558
Microsoft.CodeAnalysis.VisualBasic.CodeFix.Testing.MSTest,1.1.2,ok,lib/net452/Microsoft.CodeAnalysis.VisualBasic.CodeFix.Testing.MSTest.xml,165,,6,6,134727,65558
FlareSolverrSharp,4.0.0,ok,,0,,1,0,26112,26112
Microsoft.Azure.Management.SecurityCenter,3.0.0,ok,lib/net452/Microsoft.Azure.Management.SecurityCenter.xml,1566991,,4,4,1486992,65558
Silk.NET.Vulkan.Extensions.EXT,2.23.0,ok,lib/net5.0/Silk.NET.Vulkan.Extensions.EXT.xml,313357,README.md,4,4,502651,65558
Cake.Frosting.Git,5.0.1,ok,lib/net8.0/Cake.Git.xml,70094,,2,2,82222,65558
ModernWpfUI,0.9.6,ok,lib/net45/ModernWpf.Controls.xml,245729,readme.txt,520,8,3547309,65558
Microsoft.Windows.AI.MachineLearning,2.3.42,ok,lib/net6.0-windows10.0.17763.0/Microsoft.Windows.AI.MachineLearning.Projection.xml,17187,README.md,3,2,51521056,65558
Xunit.Repeat,1.1.26,ok,,0,,1,0,14382,14382
WebMarkupMin.AspNetCoreLatest,2.22.3,ok,lib/net10.0/WebMarkupMin.AspNetCoreLatest.xml,38771,readme.txt,3,3,88748,65558
TickerQ.Dashboard,10.4.0,ok,,0,README.md,1,0,2920109,65558
Plotly.NET.CSharp,0.13.0,ok,lib/net6.0/Plotly.NET.CSharp.xml,413657,,1,1,111598,65558
Senparc.Weixin.MP.MVC,7.17.6,ok,lib/net10.0/Senparc.Weixin.MP.MvcExtension.xml,4331,,5,5,54068,54068
Senparc.Weixin.Cache.Redis,2.21.5,ok,,0,,5,3,49897,49897
Bugsnag.ConfigurationSection,4.1.1,ok,lib/net462/Bugsnag.ConfigurationSection.xml,153,,1,1,26483,26483
Nancy.Authentication.Basic,2.0.0,ok,lib/net452/Nancy.Authentication.Basic.xml,5971,,2,2,21878,21878
Material.Avalonia,3.20.0,ok,,0,README.md,4,0,1393907,65558
