package,version,downloads,doc_types_available,link_count,handwritten_site,tool_generated_docs,readme_in_package,docs_folder_in_package,docs_folder_files,xml_docs_in_package,github_repo,github_docs_folder,github_wiki,github_pages,homepage,changelog,registry_page,doc_coverage_pct
Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.300,6.0.36,90298271.0,hand-written site; homepage,2,https://dot.net/,,,,,,https://github.com/dotnet/runtime,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.NET.Workload.Mono.ToolChain.Manifest-6.0.300,
Microsoft.NET.Workload.Emscripten.Manifest-6.0.300,6.0.36,90276463.0,homepage,1,,,,,,,https://github.com/dotnet/emsdk,,,,https://github.com/dotnet/emsdk,,https://www.nuget.org/packages/Microsoft.NET.Workload.Emscripten.Manifest-6.0.300,
NJsonSchema.NewtonsoftJson,11.6.1,89585039.0,hand-written site; readme; xml docs; homepage,2,http://njsonschema.org/,,README.md,,,lib/net462/NJsonSchema.NewtonsoftJson.xml,https://github.com/ricosuter/njsonschema,,,,http://njsonschema.org/,,https://www.nuget.org/packages/NJsonSchema.NewtonsoftJson,
GraphQL,8.8.5,89312418.0,readme; xml docs,0,,,README.md,,,lib/net5.0/GraphQL.xml,https://github.com/graphql-dotnet/graphql-dotnet,,,,,,https://www.nuget.org/packages/GraphQL,
Castle.Windsor,6.0.0,89170033.0,hand-written site; xml docs; homepage,2,http://www.castleproject.org/projects/windsor/,,,,,lib/net462/Castle.Windsor.xml,https://github.com/castleproject/windsor,,,,http://www.castleproject.org/projects/windsor/,,https://www.nuget.org/packages/Castle.Windsor,
Xamarin.AndroidX.Lifecycle.Common,2.11.0.1,88962873.0,hand-written site; readme; xml docs; homepage,2,https://aka.ms/android-libraries,,readme.md,,,lib/net10.0-android36.0/Xamarin.AndroidX.Lifecycle.Common.xml,https://github.com/dotnet/android-libraries,,,,https://aka.ms/android-libraries,,https://www.nuget.org/packages/Xamarin.AndroidX.Lifecycle.Common,
Syncfusion.Licensing,34.2.7,88823247.0,hand-written site; readme; homepage,2,https://www.syncfusion.com/?utm_source=nuget&utm_medium=listing,,README.md,,,,,,,,https://www.syncfusion.com/?utm_source=nuget&utm_medium=listing,,https://www.nuget.org/packages/Syncfusion.Licensing,
Microsoft.Bcl.Memory,10.0.11,88445104.0,hand-written site; xml docs; homepage,2,https://dot.net/,,,,,lib/net10.0/Microsoft.Bcl.Memory.xml,https://github.com/dotnet/runtime,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.Bcl.Memory,
Microsoft.Extensions.AI.Abstractions,10.9.0,88089485.0,hand-written site; readme; xml docs; homepage,2,https://dot.net/,,README.md,,,lib/net10.0/Microsoft.Extensions.AI.Abstractions.xml,https://github.com/dotnet/extensions,,,,https://dot.net/,,https://www.nuget.org/packages/Microsoft.Extensions.AI.Abstractions,
MessagePackAnalyzer,3.1.8,87971002.0,homepage,1,,,,,,,https://github.com/messagepack-csharp/messagepack-csharp,,,,https://github.com/MessagePack-CSharp/MessagePack-CSharp,,https://www.nuget.org/packages/MessagePackAnalyzer,
NetTopologySuite.IO.SqlServerBytes,2.1.0,87908628.0,xml docs; homepage,1,,,,,,lib/netstandard2.0/NetTopologySuite.IO.SqlServerBytes.xml,https://github.com/nettopologysuite/nettopologysuite.io.sqlserverbytes,,,,https://github.com/NetTopologySuite/NetTopologySuite.IO.SqlServerBytes,,https://www.nuget.org/packages/NetTopologySuite.IO.SqlServerBytes,
Xamarin.AndroidX.Collection,1.6.0.1,87718010.0,hand-written site; readme; xml docs; homepage,2,https://aka.ms/android-libraries,,readme.md,,,lib/net10.0-android36.0/Xamarin.AndroidX.Collection.xml,https://github.com/dotnet/android-libraries,,,,https://aka.ms/android-libraries,,https://www.nuget.org/packages/Xamarin.AndroidX.Collection,
Microsoft.AspNetCore.Components.Authorization,10.0.11,87529654.0,hand-written site; xml docs; homepage,2,https://asp.net/,,,,,lib/net10.0/Microsoft.AspNetCore.Components.Authorization.xml,https://github.com/dotnet/aspnetcore,,,,https://asp.net/,,https://www.nuget.org/packages/Microsoft.AspNetCore.Components.Authorization,
Microsoft.SourceLink.GitHub,10.0.400,87499083.0,homepage,1,,,,,,,https://github.com/dotnet/dotnet,,,,https://github.com/dotnet/dotnet,,https://www.nuget.org/packages/Microsoft.SourceLink.GitHub,
