package,version,downloads,doc_types_available,link_count,handwritten_site,tool_generated_docs,readme_in_package,docs_folder_in_package,docs_folder_files,xml_docs_in_package,github_repo,github_docs_folder,github_wiki,github_pages,homepage,changelog,registry_page,doc_coverage_pct
Azure.Provisioning.EventGrid,1.1.0,38163.0,readme; xml docs,0,,,README.md,,,lib/net8.0/Azure.Provisioning.EventGrid.xml,https://github.com/azure/azure-sdk-for-net,,,,,,https://www.nuget.org/packages/Azure.Provisioning.EventGrid,
StockSharp.Samples.HistoryData,5.0.3,37996.0,,0,,,,,,,https://github.com/stocksharp/stocksharp,,,,,,https://www.nuget.org/packages/StockSharp.Samples.HistoryData,
MonoGame.Tool.FFmpeg,7.0.0.11,37983.0,readme,0,,,README.md,,,,https://github.com/monogame/monogame.tool.ffmpeg,,,,,,https://www.nuget.org/packages/MonoGame.Tool.FFmpeg,
MonoGame.Tool.FFprobe,7.0.0.11,37731.0,readme,0,,,README.md,,,,https://github.com/monogame/monogame.tool.ffprobe,,,,,,https://www.nuget.org/packages/MonoGame.Tool.FFprobe,
MonoGame.Tool.Basisu,2.0.2.3,37508.0,readme,0,,,README.md,,,,https://github.com/monogame/monogame.tool.basisuniversal,,,,,,https://www.nuget.org/packages/MonoGame.Tool.Basisu,
MonoGame.Tool.Crunch,1.0.4.8,37356.0,readme,0,,,README.md,,,,https://github.com/monogame/monogame.tool.crunch,,,,,,https://www.nuget.org/packages/MonoGame.Tool.Crunch,
Senparc.AI.Kernel,0.29.1,36433.0,xml docs,0,,,,,,lib/netstandard2.1/Senparc.AI.Kernel.xml,https://github.com/senparc/senparc.ai.kernel,,,,,,https://www.nuget.org/packages/Senparc.AI.Kernel,
Terminal.Gui.Editor,2.5.7,35203.0,readme; xml docs,0,,,README.md,,,lib/net10.0/Terminal.Gui.Editor.xml,https://github.com/tui-cs/editor,,,,,,https://www.nuget.org/packages/Terminal.Gui.Editor,
ProDataGrid,12.1.0.4,34958.0,readme; xml docs,0,,,readme.md,,,lib/net10.0/Avalonia.Controls.DataGrid.xml,https://github.com/wieslawsoltes/prodatagrid,,,,,,https://www.nuget.org/packages/ProDataGrid,
Microsoft.Diagnostics.Runtime.Utilities,4.0.732401,34719.0,,0,,,,,,,https://github.com/microsoft/clrmd,,,,,,https://www.nuget.org/packages/Microsoft.Diagnostics.Runtime.Utilities,
Prowlin,0.9.4456.26422,34298.0,,0,,,,,,,https://github.com/nippe/prowlin,,,,,,https://www.nuget.org/packages/Prowlin,
WindowsJobAPI,7.1.0,33975.0,readme,0,,,README.md,,,,https://github.com/hmbsbige/windowsjobapi,,,,,,https://www.nuget.org/packages/WindowsJobAPI,
NWayland,0.12.5,33845.0,readme; xml docs,0,,,README.md,,,lib/net8.0/NWayland.xml,https://github.com/kekekeks/nwayland,,,,,,https://www.nuget.org/packages/NWayland,
WPF-UI.Violeta,4.3.0.12,32327.0,readme,0,,,README.md,,,,https://github.com/emako/wpfui.violeta,,,,,,https://www.nuget.org/packages/WPF-UI.Violeta,
Sentinel.NLogViewer,3.1.1,32017.0,,0,,,,,,,https://github.com/boexler/nlogviewer,,,,,,https://www.nuget.org/packages/Sentinel.NLogViewer,
MonoGame.Tool.Dxc,1.9.2607.1,31930.0,readme,0,,,README.md,,,,https://github.com/monogame/monogame.tool.dxc,,,,,,https://www.nuget.org/packages/MonoGame.Tool.Dxc,
Optris.Icons.Avalonia,12.0.7,31646.0,readme,0,,,README.md,,,,https://github.com/optris/optris.icons.avalonia,,,,,,https://www.nuget.org/packages/Optris.Icons.Avalonia,
Azure.CodeSigning.Sdk,0.1.164,31292.0,,0,,,,,,,,,,,,,https://www.nuget.org/packages/Azure.CodeSigning.Sdk,
BD.Common.Pinyin.CFStringTransform,1.25.10122.11624,30516.0,xml docs,0,,,,,,lib/net8.0-ios18.0/BD.Common.Pinyin.CFStringTransform.xml,https://github.com/beyonddimension/common,,,,,,https://www.nuget.org/packages/BD.Common.Pinyin.CFStringTransform,
Devolutions.AvaloniaTheme.MacOS,2026.9.3,30490.0,readme,0,,,README.md,,,,https://github.com/devolutions/avalonia-extensions,,,,,,https://www.nuget.org/packages/Devolutions.AvaloniaTheme.MacOS,
WindowsAPICodePack.Shell.CommonFileDialogs,1.1.5,30463.0,readme,0,,,README.md,,,,https://github.com/emako/commonfiledialogs,,,,,,https://www.nuget.org/packages/WindowsAPICodePack.Shell.CommonFileDialogs,
BUTR.Harmony.Analyzer,1.0.1.50,29582.0,,0,,,,,,,https://github.com/butr/butr.harmony.analyzer,,,,,,https://www.nuget.org/packages/BUTR.Harmony.Analyzer,
YoloSharp,6.1.0,29527.0,readme,0,,,README.md,,,,https://github.com/dme-compunet/yolosharp,,,,,,https://www.nuget.org/packages/YoloSharp,
Microsoft.Azure.Management.BackupServices,1.0.5-preview,29435.0,xml docs,0,,,,,,lib/portable-net45%2Bwp8%2Bwpa81%2Bwin/Microsoft.Azure.Management.BackupServicesManagement.xml,https://github.com/azure/azure-sdk-for-net,,,,,,https://www.nuget.org/packages/Microsoft.Azure.Management.BackupServices,
Microsoft.MixedReality.Toolkit.Foundation,2.3.0,29405.0,readme,0,,,MRTK/EventDatum/README.md,,,,,,,,,,https://www.nuget.org/packages/Microsoft.MixedReality.Toolkit.Foundation,
Microsoft.VisualStudio.LanguageServer.Protocol.Extensions,17.2.8,28925.0,xml docs,0,,,,,,lib/netstandard2.0/Microsoft.VisualStudio.LanguageServer.Protocol.Extensions.xml,,,,,,,https://www.nuget.org/packages/Microsoft.VisualStudio.LanguageServer.Protocol.Extensions,
Tizen.UIExtensions.NUI,0.9.2,28839.0,,0,,,,,,,https://github.com/tizenapi/tizen.uiextensions.elmsharp,,,,,,https://www.nuget.org/packages/Tizen.UIExtensions.NUI,
Dock.Avalonia.Themes.Simple,12.1.0.6,28792.0,readme; xml docs,0,,,README.md,,,lib/net10.0/Dock.Avalonia.Themes.Simple.xml,https://github.com/wieslawsoltes/dock,,,,,,https://www.nuget.org/packages/Dock.Avalonia.Themes.Simple,
Dock.Serializer.SystemTextJson,12.1.0.6,27666.0,readme; xml docs,0,,,README.md,,,lib/net10.0/Dock.Serializer.SystemTextJson.xml,https://github.com/wieslawsoltes/dock,,,,,,https://www.nuget.org/packages/Dock.Serializer.SystemTextJson,
Microsoft.WindowsAzure.Management.StorSimple,1.0.5-preview,27599.0,xml docs,0,,,,,,lib/net40/Microsoft.WindowsAzure.Management.StorSimple.xml,https://github.com/azure/azure-sdk-for-net,,,,,,https://www.nuget.org/packages/Microsoft.WindowsAzure.Management.StorSimple,
Aigio.Avalonia.AppCenter,4.5.3,27431.0,xml docs,0,,,,,,lib/net461/Microsoft.AppCenter.xml,https://github.com/beyonddimension/appcenter-sdk-dotnet,,,,,,https://www.nuget.org/packages/Aigio.Avalonia.AppCenter,
